record_id,difficulty,category,source_title,entity_count
143,Easy,A,食物本草_14051796.txt,62
144,Easy,A,食物本草_14051796.txt,55
145,Easy,A,食物本草_14051796.txt,0
146,Easy,A,食物本草_14051796.txt,89
147,Easy,A,食物本草_14051796.txt,64
148,Easy,A,食物本草_14051796.txt,54
149,Easy,A,食物本草_14051796.txt,11
150,Easy,A,食物本草_14051796.txt,82
151,Medium,A,食物本草_14051796.txt,54
152,Medium,A,食物本草_14051796.txt,71
153,Medium,A,食物本草_14051796.txt,112
154,Medium,A,食物本草_14051796.txt,96
155,Medium,A,食物本草_14051796.txt,95
156,Medium,A,食物本草_14051796.txt,61
157,Hard,A,食物本草_14051796.txt,94
158,Hard,A,食物本草_14051796.txt,44
160,Hard,A,食物本草_14051796.txt,92
161,Easy,A,食鉴本草_14274304.txt,47
162,Easy,A,食鉴本草_14274304.txt,48
163,Easy,A,食鉴本草_14274304.txt,68
164,Easy,A,食鉴本草_14274304.txt,43
165,Easy,A,食鉴本草_14274304.txt,48
166,Easy,A,食鉴本草_14274304.txt,46
167,Easy,A,食鉴本草_14274304.txt,33
168,Easy,A,食鉴本草_14274304.txt,50
169,Easy,A,食鉴本草_14274304.txt,55
170,Medium,A,食鉴本草_14274304.txt,27
171,Medium,A,食鉴本草_14274304.txt,79
172,Medium,A,食鉴本草_14274304.txt,32
173,Medium,A,食鉴本草_14274304.txt,43
174,Medium,A,食鉴本草_14274304.txt,28
175,Hard,A,食鉴本草_14274304.txt,38
176,Hard,A,食鉴本草_14274304.txt,54
177,Easy,A,食鉴本草_14274304.txt,40
178,Easy,B,01 云林堂饮食制度集.txt,19
179,Easy,B,01 云林堂饮食制度集.txt,4
180,Easy,B,01 云林堂饮食制度集.txt,23
181,Easy,B,01 云林堂饮食制度集.txt,21
182,Easy,B,01 云林堂饮食制度集.txt,4
183,Medium,B,01 云林堂饮食制度集.txt,15
184,Medium,B,01 云林堂饮食制度集.txt,11
185,Medium,B,01 云林堂饮食制度集.txt,0
187,Hard,B,01 云林堂饮食制度集.txt,8
188,Easy,B,02 易牙遗意.txt,16
189,Easy,B,02 易牙遗意.txt,20
190,Easy,B,02 易牙遗意.txt,22
191,Easy,B,02 易牙遗意.txt,40
192,Easy,B,02 易牙遗意.txt,11
193,Easy,B,02 易牙遗意.txt,13
194,Easy,B,02 易牙遗意.txt,26
195,Easy,B,02 易牙遗意.txt,57
196,Medium,B,02 易牙遗意.txt,16
197,Medium,B,02 易牙遗意.txt,23
198,Medium,B,02 易牙遗意.txt,35
199,Medium,B,02 易牙遗意.txt,12
200,Hard,B,02 易牙遗意.txt,6
201,Hard,B,02 易牙遗意.txt,9
202,Easy,B,02 易牙遗意.txt,19
203,Easy,B,03 中馈录.txt,13
204,Easy,B,03 中馈录.txt,0
205,Easy,B,03 中馈录.txt,22
206,Medium,B,03 中馈录.txt,0
207,Medium,B,03 中馈录.txt,13
208,Medium,B,03 中馈录.txt,12
209,Easy,B,04 醒园录.txt,23
210,Easy,B,04 醒园录.txt,20
211,Easy,B,04 醒园录.txt,36
212,Easy,B,04 醒园录.txt,19
215,Easy,B,04 醒园录.txt,20
216,Medium,B,04 醒园录.txt,15
217,Medium,B,04 醒园录.txt,18
218,Medium,B,04 醒园录.txt,0
219,Medium,B,04 醒园录.txt,14
220,Hard,B,04 醒园录.txt,17
221,Hard,B,04 醒园录.txt,19
222,Hard,B,04 醒园录.txt,20
223,Easy,B,05 随园食单.txt,26
224,Easy,B,05 随园食单.txt,14
225,Easy,B,05 随园食单.txt,32
226,Easy,B,05 随园食单.txt,25
227,Easy,B,05 随园食单.txt,0
228,Easy,B,05 随园食单.txt,25
229,Easy,B,05 随园食单.txt,8
231,Easy,B,05 随园食单.txt,23
232,Easy,B,05 随园食单.txt,29
233,Medium,B,05 随园食单.txt,16
234,Medium,B,05 随园食单.txt,7
235,Medium,B,05 随园食单.txt,13
236,Medium,B,05 随园食单.txt,15
237,Medium,B,05 随园食单.txt,22
238,Medium,B,05 随园食单.txt,22
239,Hard,B,05 随园食单.txt,6
240,Hard,B,05 随园食单.txt,17
241,Hard,B,05 随园食单.txt,19
242,Hard,B,05 随园食单.txt,11
243,Easy,B,06 素食说略.txt,23
244,Easy,B,06 素食说略.txt,29
245,Easy,B,06 素食说略.txt,6
246,Easy,B,06 素食说略.txt,13
248,Easy,B,06 素食说略.txt,40
249,Easy,B,06 素食说略.txt,11
250,Easy,B,06 素食说略.txt,19
251,Medium,B,06 素食说略.txt,30
252,Medium,B,06 素食说略.txt,16
253,Medium,B,06 素食说略.txt,18
254,Medium,B,06 素食说略.txt,10
255,Hard,B,06 素食说略.txt,14
256,Hard,B,06 素食说略.txt,24
257,Hard,B,06 素食说略.txt,19
259,Easy,B,07 吕氏春秋本味篇.txt,0
260,Easy,B,07 吕氏春秋本味篇.txt,43
261,Easy,B,07 吕氏春秋本味篇.txt,0
262,Hard,B,07 吕氏春秋本味篇.txt,0
263,Hard,B,07 吕氏春秋本味篇.txt,0
264,Medium,B,07 吕氏春秋本味篇.txt,0
266,Easy,B,07 吕氏春秋本味篇.txt,30
267,Hard,B,07 吕氏春秋本味篇.txt,17
268,Hard,B,07 吕氏春秋本味篇.txt,13
269,Easy,B,08 养小录.txt,0
270,Easy,B,08 养小录.txt,12
271,Easy,B,08 养小录.txt,35
272,Easy,B,08 养小录.txt,22
273,Easy,B,08 养小录.txt,12
274,Easy,B,08 养小录.txt,26
275,Easy,B,08 养小录.txt,10
276,Easy,B,08 养小录.txt,15
277,Easy,B,08 养小录.txt,13
278,Medium,B,08 养小录.txt,0
279,Medium,B,08 养小录.txt,10
280,Medium,B,08 养小录.txt,22
281,Medium,B,08 养小录.txt,12
282,Medium,B,08 养小录.txt,32
283,Hard,B,08 养小录.txt,0
284,Hard,B,08 养小录.txt,9
285,Hard,B,08 养小录.txt,17
286,Easy,C,10 清异录（饮食部分）.txt,11
287,Easy,C,10 清异录（饮食部分）.txt,12
288,Easy,C,10 清异录（饮食部分）.txt,9
289,Easy,C,10 清异录（饮食部分）.txt,29
290,Easy,C,10 清异录（饮食部分）.txt,29
291,Easy,C,10 清异录（饮食部分）.txt,10
292,Easy,C,10 清异录（饮食部分）.txt,41
293,Easy,C,10 清异录（饮食部分）.txt,10
295,Medium,C,10 清异录（饮食部分）.txt,0
296,Medium,C,10 清异录（饮食部分）.txt,2
298,Medium,C,10 清异录（饮食部分）.txt,8
299,Medium,C,10 清异录（饮食部分）.txt,0
300,Hard,C,10 清异录（饮食部分）.txt,4
301,Hard,C,10 清异录（饮食部分）.txt,13
302,Hard,C,10 清异录（饮食部分）.txt,0
303,Easy,C,11 闲情偶寄.txt,9
304,Easy,C,11 闲情偶寄.txt,24
305,Easy,C,11 闲情偶寄.txt,8
306,Easy,C,11 闲情偶寄.txt,0
307,Easy,C,11 闲情偶寄.txt,23
308,Easy,C,11 闲情偶寄.txt,14
309,Easy,C,11 闲情偶寄.txt,0
311,Medium,C,11 闲情偶寄.txt,8
312,Medium,C,11 闲情偶寄.txt,12
313,Medium,C,11 闲情偶寄.txt,0
314,Hard,C,11 闲情偶寄.txt,16
315,Hard,C,11 闲情偶寄.txt,10
316,Hard,C,11 闲情偶寄.txt,8
317,Easy,C,12 齐民要术（饮食部分）.txt,0
318,Easy,C,12 齐民要术（饮食部分）.txt,44
319,Easy,C,12 齐民要术（饮食部分）.txt,23
320,Easy,C,12 齐民要术（饮食部分）.txt,0
321,Easy,C,12 齐民要术（饮食部分）.txt,27
322,Easy,C,12 齐民要术（饮食部分）.txt,15
323,Easy,C,12 齐民要术（饮食部分）.txt,10
324,Easy,C,12 齐民要术（饮食部分）.txt,31
325,Easy,C,12 齐民要术（饮食部分）.txt,23
326,Easy,C,12 齐民要术（饮食部分）.txt,23
327,Easy,C,12 齐民要术（饮食部分）.txt,23
328,Easy,C,12 齐民要术（饮食部分）.txt,23
329,Easy,C,12 齐民要术（饮食部分）.txt,21
330,Easy,C,12 齐民要术（饮食部分）.txt,25
331,Medium,C,12 齐民要术（饮食部分）.txt,60
333,Medium,C,12 齐民要术（饮食部分）.txt,27
334,Medium,C,12 齐民要术（饮食部分）.txt,20
335,Medium,C,12 齐民要术（饮食部分）.txt,36
336,Medium,C,12 齐民要术（饮食部分）.txt,14
337,Medium,C,12 齐民要术（饮食部分）.txt,15
338,Medium,C,12 齐民要术（饮食部分）.txt,19
339,Hard,C,12 齐民要术（饮食部分）.txt,15
340,Hard,C,12 齐民要术（饮食部分）.txt,15
341,Hard,C,12 齐民要术（饮食部分）.txt,33
342,Hard,C,12 齐民要术（饮食部分）.txt,13
343,Hard,C,12 齐民要术（饮食部分）.txt,24
344,Easy,A,13 食宪鸿秘.txt,7
345,Easy,A,13 食宪鸿秘.txt,22
346,Easy,A,13 食宪鸿秘.txt,39
347,Easy,A,13 食宪鸿秘.txt,11
348,Easy,A,13 食宪鸿秘.txt,22
349,Easy,A,13 食宪鸿秘.txt,31
350,Easy,A,13 食宪鸿秘.txt,9
351,Easy,A,13 食宪鸿秘.txt,10
352,Easy,A,13 食宪鸿秘.txt,33
353,Easy,A,13 食宪鸿秘.txt,20
354,Easy,A,13 食宪鸿秘.txt,42
355,Medium,A,13 食宪鸿秘.txt,11
356,Medium,A,13 食宪鸿秘.txt,27
357,Medium,A,13 食宪鸿秘.txt,25
358,Medium,A,13 食宪鸿秘.txt,8
359,Medium,A,13 食宪鸿秘.txt,12
360,Medium,A,13 食宪鸿秘.txt,0
361,Medium,A,13 食宪鸿秘.txt,10
363,Hard,A,13 食宪鸿秘.txt,21
364,Hard,A,13 食宪鸿秘.txt,27
365,Hard,A,13 食宪鸿秘.txt,12
366,Hard,A,13 食宪鸿秘.txt,8
367,Easy,A,14 随息居饮食谱.txt,61
368,Easy,A,14 随息居饮食谱.txt,1
369,Easy,A,14 随息居饮食谱.txt,37
370,Easy,A,14 随息居饮食谱.txt,65
371,Easy,A,14 随息居饮食谱.txt,35
372,Easy,A,14 随息居饮食谱.txt,43
373,Easy,A,14 随息居饮食谱.txt,28
374,Easy,A,14 随息居饮食谱.txt,58
375,Easy,A,14 随息居饮食谱.txt,64
376,Easy,A,14 随息居饮食谱.txt,36
377,Easy,A,14 随息居饮食谱.txt,36
378,Medium,A,14 随息居饮食谱.txt,72
379,Medium,A,14 随息居饮食谱.txt,39
380,Medium,A,14 随息居饮食谱.txt,33
381,Medium,A,14 随息居饮食谱.txt,36
382,Medium,A,14 随息居饮食谱.txt,27
383,Medium,A,14 随息居饮食谱.txt,37
385,Hard,A,14 随息居饮食谱.txt,31
386,Hard,A,14 随息居饮食谱.txt,1
387,Hard,A,14 随息居饮食谱.txt,10
388,Hard,A,14 随息居饮食谱.txt,0
389,Hard,A,14 随息居饮食谱.txt,31
390,Easy,C,15 饮馔服食笺.txt,20
391,Easy,C,15 饮馔服食笺.txt,35
392,Easy,C,15 饮馔服食笺.txt,17
393,Easy,C,15 饮馔服食笺.txt,38
394,Easy,C,15 饮馔服食笺.txt,22
395,Easy,C,15 饮馔服食笺.txt,29
396,Easy,C,15 饮馔服食笺.txt,26
397,Easy,C,15 饮馔服食笺.txt,26
398,Easy,C,15 饮馔服食笺.txt,14
399,Easy,C,15 饮馔服食笺.txt,30
400,Easy,C,15 饮馔服食笺.txt,23
401,Medium,C,15 饮馔服食笺.txt,32
402,Medium,C,15 饮馔服食笺.txt,12
403,Medium,C,15 饮馔服食笺.txt,19
404,Medium,C,15 饮馔服食笺.txt,23
406,Medium,C,15 饮馔服食笺.txt,14
407,Medium,C,15 饮馔服食笺.txt,39
408,Hard,C,15 饮馔服食笺.txt,20
409,Hard,C,15 饮馔服食笺.txt,13
410,Hard,C,15 饮馔服食笺.txt,0
411,Hard,C,15 饮馔服食笺.txt,19
413,Easy,A,16 饮食须知.txt,60
414,Easy,A,16 饮食须知.txt,56
415,Easy,A,16 饮食须知.txt,42
416,Easy,A,16 饮食须知.txt,48
417,Easy,A,16 饮食须知.txt,61
418,Easy,A,16 饮食须知.txt,119
419,Easy,A,16 饮食须知.txt,38
420,Easy,A,16 饮食须知.txt,65
421,Easy,A,16 饮食须知.txt,63
422,Medium,A,16 饮食须知.txt,67
423,Medium,A,16 饮食须知.txt,66
424,Medium,A,16 饮食须知.txt,26
425,Medium,A,16 饮食须知.txt,39
426,Medium,A,16 饮食须知.txt,54
427,Hard,A,16 饮食须知.txt,46
428,Hard,A,16 饮食须知.txt,46
429,Hard,A,16 饮食须知.txt,77
430,Hard,A,16 饮食须知.txt,34
431,Easy,C,17 能改斋漫录（饮食部分）.txt,12
432,Easy,C,17 能改斋漫录（饮食部分）.txt,10
433,Easy,C,17 能改斋漫录（饮食部分）.txt,6
434,Easy,C,17 能改斋漫录（饮食部分）.txt,0
435,Easy,C,17 能改斋漫录（饮食部分）.txt,0
436,Easy,C,17 能改斋漫录（饮食部分）.txt,12
437,Easy,C,17 能改斋漫录（饮食部分）.txt,8
438,Easy,C,17 能改斋漫录（饮食部分）.txt,8
439,Medium,C,17 能改斋漫录（饮食部分）.txt,7
440,Medium,C,17 能改斋漫录（饮食部分）.txt,8
441,Medium,C,17 能改斋漫录（饮食部分）.txt,0
443,Medium,C,17 能改斋漫录（饮食部分）.txt,32
444,Hard,C,17 能改斋漫录（饮食部分）.txt,5
445,Hard,C,17 能改斋漫录（饮食部分）.txt,0
446,Hard,C,17 能改斋漫录（饮食部分）.txt,8
447,Easy,C,18 先秦烹饪史料选注.txt,10
448,Easy,C,18 先秦烹饪史料选注.txt,0
449,Easy,C,18 先秦烹饪史料选注.txt,37
450,Easy,C,18 先秦烹饪史料选注.txt,8
451,Easy,C,18 先秦烹饪史料选注.txt,6
452,Easy,C,18 先秦烹饪史料选注.txt,0
453,Easy,C,18 先秦烹饪史料选注.txt,18
454,Easy,C,18 先秦烹饪史料选注.txt,34
455,Easy,C,18 先秦烹饪史料选注.txt,4
456,Easy,C,18 先秦烹饪史料选注.txt,9
457,Medium,C,18 先秦烹饪史料选注.txt,14
458,Medium,C,18 先秦烹饪史料选注.txt,0
459,Medium,C,18 先秦烹饪史料选注.txt,7
460,Medium,C,18 先秦烹饪史料选注.txt,0
461,Medium,C,18 先秦烹饪史料选注.txt,14
462,Medium,C,18 先秦烹饪史料选注.txt,7
463,Hard,C,18 先秦烹饪史料选注.txt,7
464,Hard,C,18 先秦烹饪史料选注.txt,0
465,Hard,C,18 先秦烹饪史料选注.txt,0
466,Hard,C,18 先秦烹饪史料选注.txt,0
467,Easy,B,19 吴氏中馈录 本心斋疏食谱 （外四种）.txt,23
468,Easy,B,19 吴氏中馈录 本心斋疏食谱 （外四种）.txt,32
469,Easy,B,19 吴氏中馈录 本心斋疏食谱 （外四种）.txt,0
470,Easy,B,19 吴氏中馈录 本心斋疏食谱 （外四种）.txt,0
471,Easy,B,19 吴氏中馈录 本心斋疏食谱 （外四种）.txt,32
472,Easy,B,19 吴氏中馈录 本心斋疏食谱 （外四种）.txt,8
473,Medium,B,19 吴氏中馈录 本心斋疏食谱 （外四种）.txt,14
474,Medium,B,19 吴氏中馈录 本心斋疏食谱 （外四种）.txt,13
475,Medium,B,19 吴氏中馈录 本心斋疏食谱 （外四种）.txt,11
476,Medium,B,19 吴氏中馈录 本心斋疏食谱 （外四种）.txt,11
477,Hard,B,19 吴氏中馈录 本心斋疏食谱 （外四种）.txt,16
478,Easy,B,19 吴氏中馈录 本心斋疏食谱 （外四种）.txt,0
479,Easy,C,20 居家必用事类全集（饮食类）.txt,33
480,Easy,C,20 居家必用事类全集（饮食类）.txt,21
481,Easy,C,20 居家必用事类全集（饮食类）.txt,18
482,Easy,C,20 居家必用事类全集（饮食类）.txt,37
483,Easy,C,20 居家必用事类全集（饮食类）.txt,30
484,Easy,C,20 居家必用事类全集（饮食类）.txt,18
485,Easy,C,20 居家必用事类全集（饮食类）.txt,26
486,Easy,C,20 居家必用事类全集（饮食类）.txt,31
487,Easy,C,20 居家必用事类全集（饮食类）.txt,43
488,Easy,C,20 居家必用事类全集（饮食类）.txt,24
489,Medium,C,20 居家必用事类全集（饮食类）.txt,0
490,Medium,C,20 居家必用事类全集（饮食类）.txt,20
491,Medium,C,20 居家必用事类全集（饮食类）.txt,14
492,Medium,C,20 居家必用事类全集（饮食类）.txt,13
493,Medium,C,20 居家必用事类全集（饮食类）.txt,27
494,Medium,C,20 居家必用事类全集（饮食类）.txt,32
496,Hard,C,20 居家必用事类全集（饮食类）.txt,10
497,Hard,C,20 居家必用事类全集（饮食类）.txt,32
498,Hard,C,20 居家必用事类全集（饮食类）.txt,5
501,Easy,C,21 造洋饭书.txt,15
502,Easy,C,21 造洋饭书.txt,21
503,Easy,C,21 造洋饭书.txt,82
504,Easy,C,21 造洋饭书.txt,13
505,Medium,C,21 造洋饭书.txt,0
506,Easy,C,21 造洋饭书.txt,24
507,Easy,C,21 造洋饭书.txt,46
508,Easy,C,21 造洋饭书.txt,18
509,Easy,C,21 造洋饭书.txt,24
510,Easy,C,21 造洋饭书.txt,17
511,Easy,C,21 造洋饭书.txt,19
512,Easy,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,12
513,Easy,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,0
514,Easy,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,11
515,Easy,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,15
516,Easy,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,8
517,Easy,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,0
519,Easy,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,11
520,Easy,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,0
521,Easy,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,9
522,Medium,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,8
523,Medium,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,0
524,Medium,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,10
525,Medium,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,17
526,Medium,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,6
527,Medium,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,3
528,Hard,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,5
529,Hard,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,11
530,Hard,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,4
531,Hard,C,22 菽园杂记（饮食部分）、升庵外集（饮食部分） 、 饮食绅言（饮食部分）.txt,2
532,Easy,A,23 粥谱（二种）.txt,24
533,Easy,A,23 粥谱（二种）.txt,29
534,Easy,A,23 粥谱（二种）.txt,36
535,Easy,A,23 粥谱（二种）.txt,41
536,Easy,A,23 粥谱（二种）.txt,22
537,Easy,A,23 粥谱（二种）.txt,27
538,Easy,A,23 粥谱（二种）.txt,38
539,Easy,A,23 粥谱（二种）.txt,36
540,Easy,A,23 粥谱（二种）.txt,25
541,Medium,A,23 粥谱（二种）.txt,5
542,Medium,A,23 粥谱（二种）.txt,32
543,Medium,A,23 粥谱（二种）.txt,41
544,Medium,A,23 粥谱（二种）.txt,23
545,Medium,A,23 粥谱（二种）.txt,27
546,Hard,A,23 粥谱（二种）.txt,9
547,Hard,A,23 粥谱（二种）.txt,21
548,Hard,A,23 粥谱（二种）.txt,9
549,Hard,A,23 粥谱（二种）.txt,10
550,Easy,C,25 调鼎集.txt,23
551,Easy,C,25 调鼎集.txt,19
552,Easy,C,25 调鼎集.txt,27
553,Easy,C,25 调鼎集.txt,20
554,Easy,C,25 调鼎集.txt,27
555,Easy,C,25 调鼎集.txt,20
556,Easy,C,25 调鼎集.txt,27
557,Easy,C,25 调鼎集.txt,28
559,Easy,C,25 调鼎集.txt,20
560,Easy,C,25 调鼎集.txt,31
561,Easy,C,25 调鼎集.txt,22
562,Easy,C,25 调鼎集.txt,38
563,Easy,C,25 调鼎集.txt,21
564,Easy,C,25 调鼎集.txt,28
566,Easy,C,25 调鼎集.txt,17
568,Easy,C,25 调鼎集.txt,29
569,Medium,C,25 调鼎集.txt,18
570,Medium,C,25 调鼎集.txt,11
571,Medium,C,25 调鼎集.txt,15
572,Medium,C,25 调鼎集.txt,29
573,Medium,C,25 调鼎集.txt,9
574,Medium,C,25 调鼎集.txt,3
575,Medium,C,25 调鼎集.txt,13
576,Medium,C,25 调鼎集.txt,5
577,Medium,C,25 调鼎集.txt,41
578,Medium,C,25 调鼎集.txt,0
579,Medium,C,25 调鼎集.txt,30
580,Medium,C,25 调鼎集.txt,20
581,Hard,C,25 调鼎集.txt,32
582,Hard,C,25 调鼎集.txt,31
583,Hard,C,25 调鼎集.txt,31
584,Hard,C,25 调鼎集.txt,7
585,Hard,C,25 调鼎集.txt,19
586,Hard,C,25 调鼎集.txt,11
587,Hard,C,25 调鼎集.txt,9
588,Hard,C,25 调鼎集.txt,3
589,Easy,C,26 筵款丰馐依祥调鼎新录.txt,33
591,Easy,C,26 筵款丰馐依祥调鼎新录.txt,77
