record_id,entity_index,label,declared_start,declared_end,entity_text,offset_integrity_status
3,28,养生原则,330,341,但从凹山聚入者亦防有毒,text_found_at_other_position
3,29,养生原则,400,406,故必久宿乃妙,text_found_at_other_position
4,1,食材,17,19,麻菇,text_found_at_other_position
4,2,食材,20,22,鲜笋,text_found_at_other_position
4,3,食材,23,25,海蜇,text_found_at_other_position
4,4,食材,52,54,蹄爪,text_found_at_other_position
4,5,食材,65,68,石花莱,text_found_at_other_position
4,6,食材,104,106,大蹄,text_found_at_other_position
4,7,食材,120,122,核桃,text_found_at_other_position
4,8,食材,124,126,松仁,text_found_at_other_position
4,9,食材,9,10,肉,text_found_at_other_position
4,10,烹饪方法,28,29,煮,text_found_at_other_position
4,11,烹饪方法,11,12,切,text_found_at_other_position
4,12,烹饪方法,192,193,煨,text_found_at_other_position
4,13,烹饪方法,87,88,糟,text_found_at_other_position
4,14,烹饪方法,78,79,挂,text_found_at_other_position
4,15,烹饪方法,119,120,填,text_found_at_other_position
4,16,烹饪方法,137,138,扎,text_found_at_other_position
4,17,烹饪方法,144,145,捞,text_found_at_other_position
4,18,烹饪方法,158,160,切片,text_found_at_other_position
4,19,烹饪方法,89,90,蘸,text_found_at_other_position
5,1,食材,120,122,豆腐,text_found_at_other_position
5,2,食材,22,24,水酱,text_found_at_other_position
5,3,食材,34,36,赤酱,text_found_at_other_position
5,4,食材,100,102,香蕈,text_found_at_other_position
5,5,食材,103,105,丁香,text_found_at_other_position
5,6,食材,106,108,白芷,text_found_at_other_position
5,7,食材,109,112,大茴香,text_found_at_other_position
5,8,食材,113,115,桧皮,text_found_at_other_position
5,9,食材,259,261,虾米,text_found_at_other_position
5,10,烹饪方法,46,47,煎,text_found_at_other_position
5,11,烹饪方法,126,127,煮,text_found_at_other_position
5,12,烹饪方法,172,174,油煎,text_found_at_other_position
5,13,烹饪方法,318,319,炸,text_found_at_other_position
5,14,烹饪方法,230,231,烧,text_found_at_other_position
5,15,烹饪方法,130,131,浸,text_found_at_other_position
5,16,烹饪方法,51,54,布沥汁,text_found_at_other_position
5,17,烹饪方法,87,89,去渣,text_found_at_other_position
5,18,烹饪方法,197,201,滚油内沸,text_found_at_other_position
5,19,烹饪方法,224,228,调味得所,text_found_at_other_position
5,20,烹饪方法,271,277,浸开饭锅顿过,text_found_at_other_position
5,21,食疗方,162,169,豆腐脯,entity_text_not_found_in_current_passage
5,22,食疗方,208,215,豆腐汤,entity_text_not_found_in_current_passage
5,23,食疗方,249,256,煎豆腐,entity_text_not_found_in_current_passage
6,1,食材,3,6,太湖沙,exact_match
6,2,食材,7,9,海沙,exact_match
6,3,食材,23,24,豆,exact_match
6,4,食材,27,29,香油,exact_match
6,5,食材,57,58,盐,exact_match
6,6,食材,60,62,砂仁,exact_match
6,7,食材,64,66,糖卤,exact_match
6,8,食材,255,257,豆腐,text_found_at_other_position
6,9,食材,77,79,千豆,text_found_at_other_position
6,10,食材,335,337,黑豆,text_found_at_other_position
6,11,食材,338,340,黄豆,text_found_at_other_position
6,12,食材,341,343,白豆,text_found_at_other_position
6,13,食材,344,346,泥豆,text_found_at_other_position
6,14,食材,347,349,豌豆,text_found_at_other_position
6,15,食材,350,352,绿豆,text_found_at_other_position
6,16,食材,383,386,山矾叶,text_found_at_other_position
6,17,食材,387,389,醋浆,text_found_at_other_position
6,18,食材,390,392,醋淀,text_found_at_other_position
6,19,食材,153,155,石膏,text_found_at_other_position
6,20,烹饪方法,11,12,炒,exact_match
6,21,烹饪方法,30,31,熬,exact_match
6,22,烹饪方法,81,82,磨,text_found_at_other_position
6,23,烹饪方法,100,101,沥,text_found_at_other_position
6,24,烹饪方法,108,109,绞,text_found_at_other_position
6,25,烹饪方法,285,286,煮,text_found_at_other_position
6,26,功效,159,161,去火,text_found_at_other_position
6,27,古籍来源,326,330,本草纲目,text_found_at_other_position
6,28,医家,272,274,刘安,text_found_at_other_position
6,29,医家,281,284,苏东坡,text_found_at_other_position
7,1,食材,3,4,梅,text_found_at_other_position
7,2,食材,14,15,盐,text_found_at_other_position
7,3,食材,29,31,紫苏,text_found_at_other_position
7,4,食材,77,79,白糖,text_found_at_other_position
7,5,食材,103,105,青梅,text_found_at_other_position
7,6,食材,155,158,大黑豆,text_found_at_other_position
7,7,食材,159,162,大黄豆,text_found_at_other_position
7,8,食材,167,170,大青豆,text_found_at_other_position
7,9,食材,182,183,面,text_found_at_other_position
7,10,食材,211,214,苦瓜皮,text_found_at_other_position
7,11,食材,246,248,杏仁,text_found_at_other_position
7,12,烹饪方法,19,20,晒,text_found_at_other_position
7,13,烹饪方法,178,179,煮,text_found_at_other_position
7,14,烹饪方法,102,103,腌,text_found_at_other_position
7,15,烹饪方法,79,80,拌,text_found_at_other_position
7,16,烹饪方法,85,86,顿,text_found_at_other_position
7,17,功效,49,51,消暑,text_found_at_other_position
7,18,食味,0,1,咸,exact_match
7,19,食味,53,54,甜,text_found_at_other_position
8,1,食材,5,7,枸杞,text_found_at_other_position
8,2,食材,11,13,白糖,text_found_at_other_position
8,3,食材,26,28,松仁,text_found_at_other_position
8,4,食材,39,42,黄甘菊,text_found_at_other_position
8,5,食材,60,62,梅卤,text_found_at_other_position
8,6,食材,85,87,山查,text_found_at_other_position
8,7,食材,113,116,红花膏,text_found_at_other_position
8,8,食材,141,143,蜂蜜,text_found_at_other_position
8,9,食材,154,155,梨,text_found_at_other_position
8,10,食味,244,245,苦,text_found_at_other_position
8,11,功效,246,248,清热,text_found_at_other_position
8,12,烹饪方法,13,15,拌捣,text_found_at_other_position
8,13,烹饪方法,46,47,捣,text_found_at_other_position
8,14,烹饪方法,88,89,蒸,text_found_at_other_position
8,15,烹饪方法,181,182,熬,text_found_at_other_position
8,16,食疗方,0,4,杞饼,entity_text_not_found_in_current_passage
8,17,食疗方,34,38,菊饼,entity_text_not_found_in_current_passage
8,18,食疗方,75,82,山查膏,entity_text_not_found_in_current_passage
9,1,食材,21,23,生面,text_found_at_other_position
9,2,食材,26,28,蒸面,text_found_at_other_position
9,3,食材,31,33,脂油,text_found_at_other_position
9,4,食材,39,41,豆粉,text_found_at_other_position
9,5,食材,65,66,蜜,text_found_at_other_position
9,6,食材,67,68,油,text_found_at_other_position
9,7,食材,107,110,天花粉,text_found_at_other_position
9,8,食材,114,116,干葛,text_found_at_other_position
9,9,食材,120,122,桔梗,text_found_at_other_position
9,10,食材,144,146,薄荷,text_found_at_other_position
9,11,食材,223,225,瓜蒌,text_found_at_other_position
9,12,食材,302,304,葛根,text_found_at_other_position
9,13,食味,91,92,甜,text_found_at_other_position
9,14,功效,243,245,清热,text_found_at_other_position
9,15,功效,246,248,解渴,text_found_at_other_position
9,16,功效,249,251,解莓,text_found_at_other_position
9,17,功效,252,254,消肿,text_found_at_other_position
9,18,功效,306,308,发汗,text_found_at_other_position
9,19,功效,309,311,解热,text_found_at_other_position
9,20,功效,315,317,止泻,text_found_at_other_position
9,21,功效,400,402,祛痰,text_found_at_other_position
9,22,功效,403,405,排脓,text_found_at_other_position
9,23,病症,261,263,发热,text_found_at_other_position
9,24,病症,264,266,口渴,text_found_at_other_position
9,25,病症,274,275,疮,text_found_at_other_position
9,26,病症,276,277,疡,text_found_at_other_position
9,27,病症,278,279,痈,text_found_at_other_position
9,28,病症,280,281,肿,text_found_at_other_position
9,29,病症,337,339,头痛,text_found_at_other_position
9,30,病症,340,342,热痢,text_found_at_other_position
9,31,病症,343,345,泄泻,text_found_at_other_position
9,32,病症,356,361,麻疹发高热,text_found_at_other_position
9,33,病症,362,368,疹子透发不畅,text_found_at_other_position
9,34,病症,412,416,咳嗽痰多,text_found_at_other_position
9,35,病症,417,421,咳痰不爽,text_found_at_other_position
9,36,病症,423,427,咽喉肿痛,text_found_at_other_position
9,37,病症,429,433,痢疾腹痛,text_found_at_other_position
9,38,病症,434,438,里怠后重,text_found_at_other_position
9,39,病症,448,454,疮疡化脓肿痛,text_found_at_other_position
9,40,烹饪方法,49,51,包馅,text_found_at_other_position
9,41,烹饪方法,52,54,入炉,text_found_at_other_position
9,42,烹饪方法,476,480,研成细粉,text_found_at_other_position
10,1,食材,4,6,猪肚,exact_match
10,2,食材,7,9,小肠,exact_match
10,3,食材,47,49,莲肉,exact_match
10,4,食材,50,52,百合,exact_match
10,5,食材,60,62,薏米,exact_match
10,6,食材,77,81,猪腿精肉,text_found_at_other_position
10,7,食材,163,165,羊肉,text_found_at_other_position
10,8,食材,177,179,核桃,text_found_at_other_position
10,9,烹饪方法,38,39,煮,exact_match
10,10,烹饪方法,103,104,焯,text_found_at_other_position
10,11,烹饪方法,21,22,拌,exact_match
10,12,烹饪方法,89,90,槌,text_found_at_other_position
10,13,烹饪方法,81,82,切,text_found_at_other_position
10,14,烹饪方法,25,26,装,exact_match
10,15,烹饪方法,31,32,缝,exact_match
10,16,烹饪方法,18,20,磨粉,exact_match
11,1,食材,13,14,鸡,exact_match
11,2,食材,5,7,茴香,exact_match
11,3,食材,8,10,花椒,exact_match
11,4,食材,41,43,面饼,text_found_at_other_position
11,5,食材,90,92,香糟,text_found_at_other_position
11,6,食材,93,95,豆粉,text_found_at_other_position
11,7,食材,100,102,酱油,text_found_at_other_position
11,8,食材,110,111,鹅,text_found_at_other_position
11,9,食材,112,113,鸭,text_found_at_other_position
11,10,食材,114,115,鱼,text_found_at_other_position
11,11,食材,123,124,豆,text_found_at_other_position
11,12,食材,160,162,桂皮,text_found_at_other_position
11,13,食材,193,195,黄酒,text_found_at_other_position
11,14,食材,201,202,葱,text_found_at_other_position
11,15,食材,179,180,肉,text_found_at_other_position
11,16,食材,237,238,牛,text_found_at_other_position
11,17,烹饪方法,82,83,煮,text_found_at_other_position
11,18,烹饪方法,60,61,蒸,text_found_at_other_position
11,19,烹饪方法,137,138,炒,text_found_at_other_position
11,20,烹饪方法,105,106,烹,text_found_at_other_position
11,21,烹饪方法,220,221,擂,text_found_at_other_position
11,22,食疗方,292,294,鸡醢,text_found_at_other_position
12,1,食材,31,32,水,text_found_at_other_position
12,2,食材,44,45,米,text_found_at_other_position
12,3,食材,50,51,谷,text_found_at_other_position
12,4,食材,63,65,鱼肉,text_found_at_other_position
12,5,烹饪方法,103,104,炙,text_found_at_other_position
12,6,烹饪方法,432,433,爆,text_found_at_other_position
12,7,养生原则,134,138,调节颐养,text_found_at_other_position
12,8,养生原则,140,144,以和于身,text_found_at_other_position
12,9,脏腑,210,212,五脏,text_found_at_other_position
12,10,禁忌,157,162,食不须多味,text_found_at_other_position
13,1,食材,0,1,蟹,exact_match
13,2,食材,2,4,酱蟹,exact_match
13,3,食材,6,8,糟蟹,exact_match
13,4,食材,10,12,醉蟹,exact_match
13,5,食材,141,143,麻丝,text_found_at_other_position
13,6,食材,48,49,酱,exact_match
13,7,食材,45,46,酒,exact_match
13,8,烹饪方法,17,18,制,exact_match
13,9,烹饪方法,273,274,腌,text_found_at_other_position
13,10,禁忌,93,96,忌火照,exact_match
15,1,食材,3,4,蟹,exact_match
15,2,食材,14,16,椒粒,exact_match
15,3,食材,64,65,姜,text_found_at_other_position
15,4,食材,69,71,桔皮,text_found_at_other_position
15,5,食材,72,73,盐,text_found_at_other_position
15,6,食材,108,109,橙,text_found_at_other_position
15,7,食材,111,112,醋,text_found_at_other_position
15,8,食材,161,163,紫苏,text_found_at_other_position
15,9,食材,164,167,冬瓜汁,text_found_at_other_position
15,10,食材,222,224,柿子,text_found_at_other_position
15,11,食材,203,205,苦酒,text_found_at_other_position
15,12,食材,256,258,水莨,text_found_at_other_position
15,13,烹饪方法,49,50,煮,exact_match
15,14,烹饪方法,107,108,捣,text_found_at_other_position
15,15,功效,131,133,消食,text_found_at_other_position
15,16,功效,134,137,治胃气,text_found_at_other_position
15,17,功效,138,141,理经络,text_found_at_other_position
15,18,功效,207,211,通利支节,text_found_at_other_position
15,19,病症,437,439,霍乱,text_found_at_other_position
15,20,病症,440,442,腹泻,text_found_at_other_position
15,21,禁忌,176,184,蟹目相向者不可食,text_found_at_other_position
15,22,禁忌,38,46,用酒者断不宜用酱,exact_match
15,23,医家,116,118,孟诜,text_found_at_other_position
15,24,医家,233,236,陶隐居,text_found_at_other_position
15,25,古籍来源,119,125,《食疗本草》,text_found_at_other_position
16,1,古籍来源,11,15,《尔雅》,exact_match
16,2,古籍来源,15,19,《说文》,exact_match
16,3,古籍来源,537,543,《齐民要术》,text_found_at_other_position
16,4,医家,344,346,许慎,text_found_at_other_position
16,5,医家,199,202,年希尧,text_found_at_other_position
16,6,食材,47,51,野蔌山肴,exact_match
16,7,烹饪方法,97,98,和,exact_match
17,1,古籍来源,25,29,《周礼》,exact_match
17,2,养生原则,32,36,饮以养阴,exact_match
17,3,养生原则,37,41,食以养阴,exact_match
17,4,食材,80,82,汗水,text_found_at_other_position
17,5,食材,84,86,浊水,text_found_at_other_position
17,6,食材,103,106,冰雪水,text_found_at_other_position
17,7,食材,108,110,雪水,text_found_at_other_position
17,8,禁忌,123,131,"俱能伤人,不可饮",text_found_at_other_position
17,9,食材,158,160,山泉,text_found_at_other_position
17,10,食材,169,172,江湖水,text_found_at_other_position
17,11,养生原则,215,220,得太阴亦多,text_found_at_other_position
17,12,养生原则,221,227,故为养生第一,text_found_at_other_position
17,13,食材,237,241,扬子江心,text_found_at_other_position
17,14,食材,267,270,暴取水,text_found_at_other_position
17,15,禁忌,271,274,赤不佳,text_found_at_other_position
17,16,烹饪方法,287,290,藏水法,text_found_at_other_position
18,1,食材,0,1,鲞,exact_match
18,2,食材,6,11,宁波淡白鲞,text_found_at_other_position
18,3,食材,13,15,黄鱼,text_found_at_other_position
18,4,食材,51,53,虾粉,text_found_at_other_position
18,5,食材,74,76,鲜鲫,text_found_at_other_position
18,6,食材,84,86,甜酱,text_found_at_other_position
18,7,食材,102,103,茴,text_found_at_other_position
18,8,食材,104,106,椒末,text_found_at_other_position
18,9,食材,110,112,柘枝,text_found_at_other_position
18,10,食材,116,119,紫蔗皮,text_found_at_other_position
18,11,食材,120,122,荔壳,text_found_at_other_position
18,12,食材,123,125,松壳,text_found_at_other_position
18,13,食材,135,137,鲜鱼,text_found_at_other_position
18,14,食材,178,181,好肉汤,text_found_at_other_position
18,15,食材,196,197,糟,text_found_at_other_position
18,16,食材,251,252,酒,text_found_at_other_position
18,17,食味,57,58,咸,text_found_at_other_position
18,18,烹饪方法,25,27,切块,text_found_at_other_position
18,19,烹饪方法,28,30,蒸熟,text_found_at_other_position
18,20,烹饪方法,32,34,剃肉,text_found_at_other_position
18,21,烹饪方法,35,37,细剿,text_found_at_other_position
18,22,烹饪方法,38,40,珉骨,text_found_at_other_position
18,23,烹饪方法,41,43,酥炙,text_found_at_other_position
18,24,烹饪方法,44,46,焙燥,text_found_at_other_position
18,25,烹饪方法,47,49,研粉,text_found_at_other_position
18,26,烹饪方法,86,88,酱过,text_found_at_other_position
18,27,烹饪方法,94,97,挣油烹,text_found_at_other_position
18,28,烹饪方法,99,101,微晾,text_found_at_other_position
18,29,烹饪方法,106,108,揩匀,text_found_at_other_position
18,30,烹饪方法,112,114,薰之,text_found_at_other_position
18,31,烹饪方法,181,183,煮熟,text_found_at_other_position
18,32,烹饪方法,190,192,擦薰,text_found_at_other_position
18,33,烹饪方法,222,224,腌过,text_found_at_other_position
18,34,烹饪方法,16,18,日晒,text_found_at_other_position
18,35,禁忌,60,66,黄枯鲞不堪用,text_found_at_other_position
19,1,病症,129,131,伤脾,text_found_at_other_position
19,2,病症,135,137,伤血,text_found_at_other_position
20,1,食材,52,53,猪,exact_match
20,2,食材,57,58,鱼,exact_match
20,3,食材,61,62,鸡,exact_match
20,4,食材,66,67,蟹,exact_match
20,5,食材,198,200,山药,text_found_at_other_position
20,6,食材,201,203,百合,text_found_at_other_position
20,7,食材,204,207,羊眼豆,text_found_at_other_position
20,8,食性,270,271,寒,text_found_at_other_position
20,9,病症,142,144,腹痛,exact_match
20,10,烹饪方法,164,165,煮,text_found_at_other_position
20,11,烹饪方法,155,156,蒸,exact_match
20,12,禁忌,79,83,不可多食,exact_match
20,13,古籍来源,35,42,《混俗颐生论》,exact_match
21,1,医家,19,22,朱彝尊,text_found_at_other_position
21,2,古籍来源,11,17,《食宪鸿秘》,text_found_at_other_position
21,3,古籍来源,108,114,《曝书亭集》,text_found_at_other_position
21,4,食材,300,304,金华火腿,text_found_at_other_position
21,5,食材,372,373,笋,text_found_at_other_position
21,6,食材,396,399,乳制品,text_found_at_other_position
21,7,食材,434,436,面筋,text_found_at_other_position
21,8,食材,440,442,笄豆,text_found_at_other_position
21,9,食材,182,183,鱼,text_found_at_other_position
21,10,食材,450,452,鲫鱼,text_found_at_other_position
21,11,食材,457,458,鸭,text_found_at_other_position
21,12,食材,462,463,鸡,text_found_at_other_position
21,13,食材,467,469,熊掌,text_found_at_other_position
21,14,食材,534,536,松子,text_found_at_other_position
21,15,食材,536,539,海嘤嘶,text_found_at_other_position
21,16,食材,546,548,黄雀,text_found_at_other_position
21,17,食材,555,557,鹅蛋,text_found_at_other_position
21,18,食材,188,189,蟹,text_found_at_other_position
21,19,烹饪方法,140,141,煮,text_found_at_other_position
21,20,烹饪方法,339,340,糟,text_found_at_other_position
21,21,烹饪方法,346,348,辣拌,text_found_at_other_position
21,22,烹饪方法,306,307,制,text_found_at_other_position
21,23,食疗方,318,321,煮火飓,text_found_at_other_position
21,24,食疗方,471,474,东坡腿,text_found_at_other_position
21,25,食疗方,332,335,熟火腿,text_found_at_other_position
21,26,食疗方,445,447,鱼饼,text_found_at_other_position
21,27,食疗方,477,480,蔡肉丸,text_found_at_other_position
22,1,古籍来源,173,175,周礼,text_found_at_other_position
22,2,古籍来源,554,556,礼记,text_found_at_other_position
22,3,食材,42,44,六谷,exact_match
22,4,食材,44,46,六牲,exact_match
22,5,食材,229,230,黍,text_found_at_other_position
22,6,食材,231,232,稷,text_found_at_other_position
22,7,食材,233,234,粱,text_found_at_other_position
22,8,食材,235,236,麦,text_found_at_other_position
22,9,食材,243,244,稻,text_found_at_other_position
22,10,食材,248,250,菰米,text_found_at_other_position
22,11,食材,264,265,菽,text_found_at_other_position
22,12,食材,289,290,马,text_found_at_other_position
22,13,食材,291,292,牛,text_found_at_other_position
22,14,食材,293,294,羊,text_found_at_other_position
22,15,食材,295,296,豕,text_found_at_other_position
22,16,食材,198,199,犬,text_found_at_other_position
22,17,食材,75,76,鸡,exact_match
22,18,食材,56,58,百羞,exact_match
22,19,食材,58,60,百酱,exact_match
22,20,食材,73,75,雁翠,exact_match
22,21,食材,521,523,鸡肝,text_found_at_other_position
22,22,医家,213,215,郑玄,text_found_at_other_position
22,23,医家,217,219,郑众,text_found_at_other_position
22,24,养生原则,355,364,饮食和季书结合起来,text_found_at_other_position
22,25,禁忌,562,570,雏尾不盈握。弗食,text_found_at_other_position
23,1,食材,3,5,含桃,exact_match
23,2,食材,6,7,黍,exact_match
23,3,食材,367,368,韭,text_found_at_other_position
23,4,食材,128,129,鲭,text_found_at_other_position
23,5,食材,146,148,人乳,text_found_at_other_position
23,6,古籍来源,185,187,礼记,text_found_at_other_position
23,7,古籍来源,315,317,论语,text_found_at_other_position
23,8,古籍来源,340,343,南齐书,text_found_at_other_position
23,9,古籍来源,415,417,晋书,text_found_at_other_position
23,10,医家,686,689,朱彝尊,text_found_at_other_position
24,1,病症,102,104,中暑,text_found_at_other_position
24,2,病症,361,363,昏迷,text_found_at_other_position
24,3,病症,262,264,虚脱,text_found_at_other_position
24,4,病症,364,366,昏厥,text_found_at_other_position
24,5,病症,367,369,狂躁,text_found_at_other_position
24,6,病症,374,378,急性扭伤,text_found_at_other_position
24,7,病症,56,59,体温高,text_found_at_other_position
24,8,病症,65,69,四肢疲乏,text_found_at_other_position
24,9,病症,80,82,胸闷,text_found_at_other_position
24,10,病症,83,85,恶心,text_found_at_other_position
24,11,功效,240,244,开窍醒神,text_found_at_other_position
24,12,功效,247,251,镇静宁神,text_found_at_other_position
26,1,病症,30,32,恶寒,exact_match
26,2,病症,33,35,无汗,exact_match
26,3,病症,49,51,紧脉,exact_match
26,4,病症,63,67,筋脉拘急,exact_match
26,5,病症,69,75,关节屈伸不利,exact_match
26,6,病症,167,169,伤寒,text_found_at_other_position
26,7,病症,199,201,发热,text_found_at_other_position
26,8,病症,206,210,头项强痛,text_found_at_other_position
26,9,病症,211,213,身痛,text_found_at_other_position
26,10,病症,218,221,脉浮紧,text_found_at_other_position
26,11,病症,231,233,寒痹,text_found_at_other_position
26,12,病症,244,248,关节疼痛,text_found_at_other_position
26,13,病症,258,262,四肢拘急,text_found_at_other_position
26,14,病症,264,268,屈伸不利,text_found_at_other_position
26,15,病症,290,292,中寒,text_found_at_other_position
26,16,病症,303,307,腹痛腹泻,text_found_at_other_position
26,17,病症,308,310,肠鸣,text_found_at_other_position
26,18,病症,311,315,呕吐清水,text_found_at_other_position
26,19,病症,321,323,内寒,text_found_at_other_position
26,20,病症,348,352,畏寒肢冷,text_found_at_other_position
26,21,病症,353,355,气短,text_found_at_other_position
26,22,病症,356,358,唇青,text_found_at_other_position
26,23,病症,359,361,纳差,text_found_at_other_position
26,24,病症,368,372,小便频数,text_found_at_other_position
26,25,病症,373,377,腹胀便溏,text_found_at_other_position
26,26,病症,380,382,阳痿,text_found_at_other_position
26,27,病症,385,389,带下清稀,text_found_at_other_position
26,28,病症,524,528,脘腹冷痛,text_found_at_other_position
26,29,病症,530,532,呕吐,text_found_at_other_position
26,30,病症,555,558,脉微细,text_found_at_other_position
26,31,养生原则,426,430,阴盛则寒,text_found_at_other_position
26,32,养生原则,472,477,阴盛则阳病,text_found_at_other_position
26,33,脏腑,497,498,脾,text_found_at_other_position
26,34,脏腑,502,503,心,text_found_at_other_position
26,35,脏腑,503,504,肾,text_found_at_other_position
26,36,脏腑,498,499,胃,text_found_at_other_position
26,37,食性,3,4,寒,exact_match
26,38,食性,89,90,热,exact_match
26,39,食性,226,227,温,text_found_at_other_position
26,40,食性,225,226,辛,text_found_at_other_position
27,1,病症,0,4,喜则气缓,exact_match
27,2,病症,14,18,神不守舍,exact_match
27,3,病症,25,31,精神无法集中,exact_match
27,4,病症,32,36,心神恍惚,exact_match
27,5,病症,46,50,怒则气上,exact_match
27,6,病症,80,84,眩晕头痛,exact_match
27,7,病症,85,87,面赤,exact_match
27,8,病症,88,90,耳鸣,exact_match
27,9,病症,91,93,昏厥,exact_match
27,10,病症,98,102,悲则气消,exact_match
27,11,病症,115,119,形体憔悴,exact_match
27,12,病症,121,125,毛发枯萎,exact_match
27,13,病症,126,130,精神不振,exact_match
27,14,病症,131,135,生气索然,exact_match
27,15,病症,143,147,恐则气下,exact_match
27,16,病症,160,164,气泄于下,exact_match
27,17,病症,188,192,精滑遗泄,exact_match
27,18,病症,197,201,惊则气乱,exact_match
27,19,病症,241,243,惊厥,exact_match
27,20,病症,244,246,失精,exact_match
27,21,病症,250,254,思则气结,exact_match
27,22,病症,270,274,气机郁结,exact_match
27,23,病症,278,282,心悸少寐,exact_match
27,24,病症,283,287,不欲饮食,exact_match
27,25,脏腑,9,10,心,exact_match
27,26,脏腑,55,56,肝,exact_match
27,27,脏腑,109,110,肺,exact_match
27,28,脏腑,154,155,肾,exact_match
27,29,脏腑,265,266,脾,exact_match
27,30,古籍来源,505,509,《内经》,exact_match
28,1,功效,137,141,醒脑开窍,exact_match
28,2,功效,142,146,疏风清热,exact_match
28,3,功效,147,151,镇痈通络,exact_match
28,4,病症,155,161,头面五官疾患,exact_match
28,5,病症,163,165,热疖,exact_match
28,6,病症,166,168,无汗,exact_match
28,7,病症,169,171,自汗,exact_match
28,8,病症,173,175,盗汗,exact_match
28,9,病症,176,178,经闭,exact_match
28,10,病症,179,181,滞产,exact_match
28,11,病症,182,184,昏迷,exact_match
28,12,病症,185,187,癫痫,exact_match
28,13,病症,188,190,痹症,exact_match
28,14,功效,197,201,清热利湿,exact_match
28,15,功效,202,206,祛风解表,exact_match
28,16,功效,207,211,调和蒈卫,exact_match
28,17,病症,213,217,上肢不遂,exact_match
28,18,病症,218,221,高血压,exact_match
28,19,病症,227,231,咽喉肿痛,exact_match
28,20,功效,275,279,清热散风,exact_match
28,21,功效,280,283,通鼻窍,exact_match
29,1,病症,1,3,气盛,exact_match
29,2,病症,13,16,阴气盛,exact_match
29,3,病症,17,20,阳气盛,exact_match
29,4,病症,21,25,阴阳俱盛,exact_match
29,5,病症,26,28,上盛,exact_match
29,6,病症,29,31,下盛,exact_match
29,7,病症,32,34,甚饥,exact_match
29,8,病症,35,37,甚饱,exact_match
29,9,病症,38,41,肝气盛,exact_match
29,10,病症,315,318,肺气盛,exact_match
29,11,病症,46,49,心气盛,exact_match
29,12,病症,50,53,脾气盛,exact_match
29,13,病症,54,57,肾气盛,exact_match
29,14,病症,58,61,短虫多,exact_match
29,15,病症,62,65,长虫多,exact_match
29,16,古籍来源,77,81,《内经》,exact_match
29,17,古籍来源,134,144,《灵枢.淫邪发梦篇》,exact_match
29,18,病症,162,166,梦涉大水,exact_match
