record_id,entity_index,label,declared_start,declared_end,entity_text
9,40,病症,343,345,泄泻
9,41,病症,356,358,麻疹
9,42,病症,412,416,咳嗽痰多
9,43,病症,417,421,咳痰不爽
9,44,病症,423,427,咽喉肿痛
9,45,病症,429,433,痢疾腹痛
9,46,病症,434,438,里怠后重
9,47,病症,448,454,疮疡化脓肿痛
10,1,食材,4,6,猪肚
10,2,食材,7,9,小肠
10,3,食材,16,18,香蕈
10,4,食材,47,49,莲肉
10,5,食材,50,52,百合
10,6,食材,54,56,糯米
10,7,食材,60,62,薏米
10,8,食材,77,81,猪腿精肉
10,9,食材,163,165,羊肉
10,10,食材,177,179,核桃
10,11,食材,238,241,薏仁米
10,12,烹饪方法,18,20,磨粉
10,13,烹饪方法,21,22,拌
10,14,烹饪方法,25,26,装
10,15,烹饪方法,31,32,缝
10,16,烹饪方法,38,39,煮
10,17,烹饪方法,81,82,切
10,18,烹饪方法,89,90,槌
10,19,烹饪方法,103,104,焯
10,20,烹饪方法,134,135,拌
10,21,烹饪方法,155,156,煮
10,22,烹饪方法,208,210,换水
10,23,烹饪方法,210,212,调和
10,24,烹饪方法,214,215,煮
11,1,食材,1,2,油
11,2,食材,5,7,茴香
11,3,食材,8,10,花椒
11,4,食材,13,14,鸡
11,5,食材,41,43,面饼
11,6,食材,90,92,香糟
11,7,食材,93,95,豆粉
11,8,食材,100,102,酱油
11,9,食材,110,111,鹅
11,10,食材,112,113,鸭
11,11,食材,114,115,鱼
11,12,食材,123,124,豆
11,13,食材,160,162,桂皮
11,14,食材,193,195,黄酒
11,15,食材,201,202,葱
11,16,食材,179,180,肉
11,17,食材,237,238,牛
11,18,烹饪方法,29,30,淹
11,19,烹饪方法,34,35,浸
11,20,烹饪方法,60,61,蒸
11,21,烹饪方法,66,67,翻
11,22,烹饪方法,82,83,煮
11,23,烹饪方法,87,88,切
11,24,烹饪方法,95,96,调
11,25,烹饪方法,105,106,烹
11,26,烹饪方法,137,138,炒
11,27,烹饪方法,142,143,撒
11,28,烹饪方法,145,147,加水
11,29,烹饪方法,220,221,擂
11,30,烹饪方法,217,218,焙
11,31,烹饪方法,225,226,拌
11,32,食疗方,292,294,鸡醢
11,33,食疗方,186,190,鸡松
12,1,食材,31,32,水
12,2,食材,44,45,米
12,3,食材,50,52,谷稗
12,4,食材,53,54,蒹
12,5,食材,61,63,蔬莱
12,6,食材,63,65,鱼肉
12,7,烹饪方法,35,37,滤净
12,8,烹饪方法,83,85,烹饪
12,9,烹饪方法,103,104,炙
12,10,烹饪方法,432,433,爆
12,11,养生原则,72,74,务鲜
12,12,养生原则,76,78,务蓓
12,13,养生原则,79,81,务熟
12,14,养生原则,88,92,不事珍奇
12,15,养生原则,114,121,省珍奇烹炙之赀
12,16,养生原则,125,133,蓓治水米及常蔬
12,17,养生原则,134,138,调节颐养
12,18,养生原则,140,144,以和于身
12,19,养生原则,157,162,食不须多味
12,20,养生原则,163,171,每食只宜一二佳味
12,21,养生原则,196,207,一饭而包罗数十味于腹中
12,22,禁忌,209,217,恐五脏亦供役不及
12,23,禁忌,220,224,物性既杂
12,24,禁忌,230,232,矛盾
13,1,食材,0,1,蟹
13,2,食材,2,4,酱蟹
13,3,食材,6,8,糟蟹
13,4,食材,10,12,醉蟹
13,5,食材,141,143,麻丝
13,6,食材,48,49,酱
13,7,食材,45,46,酒
13,8,烹饪方法,17,18,制
13,9,烹饪方法,273,274,腌
13,10,烹饪方法,143,144,缠
13,11,烹饪方法,151,152,搪
13,12,烹饪方法,157,158,装
13,13,烹饪方法,161,162,封
13,14,禁忌,93,96,忌火照
15,1,食材,3,4,蟹
15,2,食材,14,16,椒粒
15,3,食材,39,40,酒
15,4,食材,45,46,酱
15,5,食材,64,65,姜
15,6,食材,67,68,苏
15,7,食材,69,71,桔皮
15,8,食材,72,73,盐
15,9,食材,108,109,橙
15,10,食材,111,112,醋
15,11,食材,158,160,大黄
15,12,食材,161,163,紫苏
15,13,食材,164,167,冬瓜汁
15,14,食材,222,224,柿子
15,15,食材,192,193,盐
15,16,食材,203,205,苦酒
15,17,食材,256,258,水莨
15,18,食性,4,5,平
15,19,功效,131,133,消食
15,20,功效,134,137,治胃气
15,21,功效,138,141,理经络
15,22,功效,207,211,通利支节
15,23,病症,437,439,霍乱
15,24,病症,440,442,腹泻
15,25,烹饪方法,49,50,煮
15,26,烹饪方法,88,89,啖
15,27,烹饪方法,107,108,捣
15,28,禁忌,176,184,蟹目相向者不可食
15,29,禁忌,262,270,用酒者断不宜用酱
15,30,医家,116,118,孟诜
15,31,医家,233,236,陶隐居
15,32,古籍来源,120,124,食疗本草
16,1,食材,47,49,野蔌
16,2,食材,49,51,山肴
16,3,食味,90,91,盐
16,4,食味,91,92,梅
16,5,古籍来源,11,15,《尔雅》
16,6,古籍来源,15,19,《说文》
16,7,古籍来源,537,543,《齐民要术》
16,8,医家,344,346,许慎
16,9,医家,199,202,年希尧
17,1,古籍来源,25,29,《周礼》
17,2,食材,158,160,山泉
17,3,食材,169,172,江湖水
17,4,病症,19,20,夭
17,5,病症,90,92,死水
17,6,病症,93,97,雷霆霹雳
17,7,病症,103,106,冰雪水
17,8,病症,84,86,浊水
17,9,病症,80,82,汗水
17,10,病症,267,270,暴取水
17,11,病症,277,279,暴雨
17,12,病症,309,311,舟楫
17,13,养生原则,32,36,饮以养阴
17,14,养生原则,37,41,食以养阴
17,15,养生原则,202,205,无土性
17,16,养生原则,215,220,得太阴亦多
17,17,养生原则,223,227,养生第一
17,18,养生原则,287,290,藏水法
17,19,养生原则,298,302,长流通港
18,1,食材,6,11,宁波淡白鲞
18,2,食材,13,15,黄鱼
18,3,食材,51,53,虾粉
18,4,食材,74,76,鲜鲫
18,5,食材,84,86,甜酱
18,6,食材,102,103,茴
18,7,食材,104,106,椒末
18,8,食材,110,112,柘枝
18,9,食材,116,119,紫蔗皮
18,10,食材,120,122,荔壳
18,11,食材,123,125,松壳
18,12,食材,135,137,鲜鱼
18,13,食材,178,181,好肉汤
18,14,食材,196,197,糟
18,15,食材,251,252,酒
18,16,食味,57,58,咸
18,17,烹饪方法,25,27,切块
18,18,烹饪方法,28,30,蒸熟
18,19,烹饪方法,32,34,剃肉
18,20,烹饪方法,35,37,细剿
18,21,烹饪方法,38,40,珉骨
18,22,烹饪方法,41,43,酥炙
18,23,烹饪方法,44,46,焙燥
18,24,烹饪方法,47,49,研粉
18,25,烹饪方法,86,88,酱过
18,26,烹饪方法,94,97,挣油烹
18,27,烹饪方法,99,101,微晾
18,28,烹饪方法,106,108,揩匀
18,29,烹饪方法,112,114,薰之
18,30,烹饪方法,181,183,煮熟
18,31,烹饪方法,190,192,擦薰
18,32,烹饪方法,222,224,腌过
18,33,烹饪方法,16,18,日晒
18,34,烹饪方法,229,231,收去
18,35,禁忌,60,66,黄枯鲞不堪用
19,1,病症,129,131,伤脾
19,2,病症,135,137,伤血
20,1,食材,52,53,猪
20,2,食材,57,58,鱼
20,3,食材,61,62,鸡
20,4,食材,66,67,蟹
20,5,食材,198,200,山药
20,6,食材,201,203,百合
20,7,食材,204,207,羊眼豆
20,8,食性,270,271,寒
20,9,病症,142,144,腹痛
20,10,烹饪方法,164,165,煮
20,11,烹饪方法,155,156,蒸
20,12,禁忌,79,83,不可多食
20,13,古籍来源,36,41,混俗颐生论
21,1,医家,19,22,朱彝尊
21,2,古籍来源,11,17,《食宪鸿秘》
21,3,古籍来源,108,114,《曝书亭集》
21,4,食材,300,304,金华火腿
21,5,食材,372,373,笋
21,6,食材,396,399,乳制品
21,7,食材,434,436,面筋
21,8,食材,440,442,笄豆
21,9,食材,182,183,鱼
21,10,食材,450,452,鲫鱼
21,11,食材,457,458,鸭
21,12,食材,462,463,鸡
21,13,食材,467,469,熊掌
21,14,食材,534,536,松子
21,15,食材,536,539,海嘤嘶
21,16,食材,546,548,黄雀
21,17,食材,555,557,鹅蛋
21,18,食材,188,189,蟹
21,19,烹饪方法,140,141,煮
21,20,烹饪方法,339,340,糟
21,21,烹饪方法,346,348,辣拌
21,22,烹饪方法,306,307,制
21,23,食疗方,318,321,煮火飓
21,24,食疗方,471,474,东坡腿
21,25,食疗方,332,335,熟火腿
21,26,食疗方,445,447,鱼饼
21,27,食疗方,325,329,东坡腿
21,28,食疗方,477,480,蔡肉丸
21,29,养生原则,124,127,饮之属
21,30,养生原则,129,132,饭之属
21,31,养生原则,135,138,粉之属
21,32,养生原则,146,149,饵之属
21,33,养生原则,151,153,馅料
21,34,养生原则,156,159,酱之属
21,35,养生原则,162,165,蔬之属
21,36,养生原则,168,171,餐芳谱
21,37,养生原则,175,179,果之属
21,38,养生原则,560,561,蟹
21,39,养生原则,192,195,禽之属
21,40,养生原则,199,202,卵之属
21,41,养生原则,204,207,肉之属
21,42,养生原则,211,214,香之属
21,43,养生原则,218,220,种植
22,1,食材,42,44,六谷
22,2,食材,44,46,六牲
22,3,食材,56,58,百羞
22,4,食材,58,60,百酱
22,5,食材,73,75,雁翠
22,6,食材,75,77,鸡肝
22,7,古籍来源,173,175,周礼
22,8,古籍来源,554,556,礼记
22,9,医家,213,215,郑玄
22,10,医家,217,219,郑众
22,11,病症,535,539,食物中毒
23,1,食材,3,5,含桃
23,2,食材,6,7,黍
23,3,食材,15,16,菽
23,4,食材,35,36,脍
23,5,食材,59,60,菹
23,6,食材,367,368,韭
23,7,食材,128,129,鲭
23,8,食材,146,148,人乳
23,9,食材,643,644,独
23,10,古籍来源,185,187,礼记
23,11,古籍来源,315,317,论语
23,12,古籍来源,340,343,南齐书
23,13,古籍来源,415,417,晋书
23,14,医家,686,689,朱彝尊
24,1,病症,102,104,中暑
24,2,病症,361,363,昏迷
24,3,病症,262,264,虚脱
24,4,病症,357,360,休克
24,5,病症,364,366,昏厥
24,6,病症,367,369,狂躁
24,7,病症,374,378,急性扭伤
24,8,病症,56,59,体温高
24,9,病症,65,69,四肢疲乏
24,10,病症,80,82,胸闷
24,11,病症,83,85,恶心
24,12,功效,240,244,开窍醒神
24,13,功效,247,251,镇静宁神
24,14,功效,350,352,救治
26,1,食性,3,4,寒
26,2,病症,30,32,恶寒
26,3,病症,33,35,无汗
26,4,病症,49,51,紧脉
26,5,病症,63,67,筋脉拘急
26,6,病症,69,75,关节屈伸不利
26,7,病症,167,169,伤寒
26,8,病症,196,201,恶寒发热
26,9,病症,203,205,无汗
26,10,病症,206,210,头项强痛
26,11,病症,211,213,身痛
26,12,病症,218,221,脉浮紧
26,13,病症,231,233,寒痹
26,14,病症,244,248,关节疼痛
26,15,病症,258,262,四肢拘急
26,16,病症,264,268,屈伸不利
26,17,病症,290,292,中寒
26,18,病症,303,305,腹痛
26,19,病症,305,307,腹泻
26,20,病症,308,310,肠鸣
26,21,病症,311,315,呕吐清水
26,22,病症,342,346,阳虚里证
26,23,病症,348,352,畏寒肢冷
26,24,病症,353,355,气短
26,25,病症,356,358,唇青
26,26,病症,359,361,纳差
26,27,病症,362,367,腰脊冷痛
26,28,病症,368,372,小便频数
26,29,病症,373,377,腹胀便溏
26,30,病症,380,382,阳痿
26,31,病症,385,389,带下清稀
26,32,病症,518,520,恶寒
26,33,病症,555,558,脉微细
26,34,病症,524,528,脘腹冷痛
26,35,病症,530,532,呕吐
27,1,病症,25,31,精神无法集中
27,2,病症,32,36,心神恍惚
27,3,病症,37,42,嘻笑癫狂
27,4,病症,80,84,眩晕头痛
27,5,病症,85,87,面赤
27,6,病症,88,90,耳鸣
27,7,病症,91,93,昏厥
27,8,病症,115,119,形体憔悴
27,9,病症,121,125,毛发枯萎
27,10,病症,126,130,精神不振
27,11,病症,131,135,生气索然
27,12,病症,182,187,两便失禁
27,13,病症,188,192,精滑遗泄
27,14,病症,241,243,惊厥
27,15,病症,244,246,失精
27,16,病症,278,282,心悸少寐
27,17,病症,283,287,不欲饮食
27,18,病症,288,293,脘腹闷胀
27,19,脏腑,9,10,心
27,20,脏腑,55,56,肝
27,21,脏腑,109,110,肺
27,22,脏腑,154,155,肾
27,23,脏腑,217,218,胆
27,24,脏腑,265,266,脾
27,25,古籍来源,505,509,《内经》
28,1,功效,137,141,醒脑开窍
28,2,功效,142,146,疏风清热
28,3,功效,147,151,镇痈通络
28,4,病症,155,161,头面五官疾患
28,5,病症,163,165,热疖
28,6,病症,166,168,无汗
28,7,病症,169,171,自汗
28,8,病症,173,175,盗汗
28,9,病症,176,178,经闭
28,10,病症,179,181,滞产
28,11,病症,182,184,昏迷
28,12,病症,185,187,癫痫
28,13,病症,188,190,痹症
28,14,功效,197,201,清热利湿
28,15,功效,202,206,祛风解表
28,16,功效,207,211,调和蒈卫
28,17,病症,213,217,上肢不遂
28,18,病症,218,221,高血压
28,19,病症,227,231,咽喉肿痛
28,20,功效,275,279,清热散风
28,21,功效,280,283,通鼻窍
29,1,病症,7,8,梦
29,2,病症,295,297,眩晕
29,3,病症,298,300,耳鸣
29,4,病症,301,303,头痛
29,5,病症,309,311,哭泣
29,6,病症,312,314,恐惧
29,7,病症,322,324,喜笑
29,8,病症,324,326,畏怯
29,9,病症,334,338,腰脊分离
29,10,病症,351,355,众人聚集
29,11,病症,365,367,打架
29,12,病症,368,370,损伤
29,13,病症,501,503,梦怒
29,14,病症,510,515,恐惧哭泣
29,15,病症,516,518,飞扬
29,16,病症,537,539,歌乐
29,17,病症,540,545,身体重不举
29,18,病症,551,557,腰脊两解不属
29,19,病症,379,381,梦证
29,20,脏腑,38,39,肝
29,21,脏腑,42,43,肺
29,22,脏腑,46,47,心
29,23,脏腑,50,51,脾
29,24,脏腑,54,55,肾
29,25,脏腑,656,657,胆
29,26,古籍来源,78,80,内经
29,27,古籍来源,121,124,素问
29,28,古籍来源,135,137,灵枢
29,29,功效,628,632,益气安神
29,30,功效,638,642,养血安神
29,31,功效,648,652,交通心肾
29,32,功效,659,663,壮胆镇惊
29,33,功效,664,668,安神定志
29,34,功效,675,679,清心泻火
30,1,病症,0,3,急痛症
30,2,病症,12,14,心痛
30,3,病症,50,52,胆痛
30,4,病症,92,94,蛔厥
30,5,病症,127,129,胃疼
30,6,病症,167,169,腹痛
30,7,病症,202,204,肾痛
30,8,病症,253,255,出血
30,9,病症,289,291,咳血
30,10,病症,292,296,肝火犯肺
30,11,病症,321,325,阴虚火旺
30,12,病症,368,370,肺热
30,13,病症,404,406,胃热
30,14,病症,442,444,肝火
30,15,病症,481,485,胃中积热
30,16,病症,510,512,吐血
30,17,病症,513,517,肝火犯胃
30,18,病症,545,549,脾气虚弱
30,19,病症,584,586,便血
30,20,病症,629,633,大肠湿热
30,21,病症,698,702,阴虚火旺
30,22,病症,711,713,尿血
30,23,病症,727,731,心火亢盛
30,24,功效,4,6,治法
30,25,功效,9,11,配穴
30,26,归经,16,18,任脉
30,27,归经,19,22,膀胱经
30,28,归经,24,27,厥阴经
30,29,归经,55,58,足少阳
30,30,归经,96,99,手阳明
30,31,归经,131,133,阳明
30,32,归经,174,179,手足阳明经
30,33,归经,171,173,任脉
30,34,归经,270,274,手足厥阴
30,35,归经,276,279,心包经
30,36,归经,281,283,肝经
30,37,归经,285,288,手太阴
30,38,归经,326,331,手太阴肺经
30,39,归经,332,337,足少阴肾经
30,40,归经,372,374,督脉
30,41,归经,375,380,手太阴经脉
30,42,归经,408,410,督脉
30,43,归经,412,418,手足阳明经脉
30,44,归经,446,448,督脉
30,45,归经,449,452,足厥阴
30,46,归经,453,456,少阴经
30,47,归经,487,489,督脉
30,48,归经,490,493,足阳明
30,49,归经,519,522,足阳明
30,50,归经,59,62,厥阴经
30,51,归经,551,554,足太阴
30,52,归经,555,557,足阳
30,53,归经,206,208,任脉
30,54,归经,596,599,足太阴
30,55,归经,600,603,足阳明
30,56,归经,635,638,足太阳
30,57,归经,639,642,足阳明
30,58,归经,643,646,足太阴
30,59,归经,673,675,督脉
30,60,归经,593,595,任脉
30,61,归经,680,683,足厥阴
30,62,归经,209,212,足少阴
30,63,归经,676,678,任脉
30,64,归经,736,739,手厥阴
30,65,归经,684,687,足少阴
30,66,烹饪方法,31,35,针用泻法
30,67,烹饪方法,66,70,针用泻法
30,68,烹饪方法,108,112,针用泻法
30,69,烹饪方法,144,150,针#祛;酌法
30,70,烹饪方法,183,187,针用泻法
30,71,烹饪方法,219,223,针用泻法
30,72,烹饪方法,315,319,针用泻法
30,73,烹饪方法,383,387,针用泻法
30,74,烹饪方法,341,347,针用补泻兼施
30,75,烹饪方法,421,425,针用泻法
30,76,烹饪方法,460,464,针用泻法
30,77,烹饪方法,498,502,针用泻法
30,78,烹饪方法,530,534,针用泻法
30,79,烹饪方法,651,655,针用泻祛
30,80,烹饪方法,608,614,针用补法并灸
30,81,烹饪方法,716,722,针用补泻兼施
30,82,烹饪方法,748,751,针用泻
31,1,病症,301,303,感冒
31,2,病症,304,306,肺炎
31,3,病症,307,311,支气管炎
31,4,病症,312,315,肺结核
31,5,病症,329,333,心动过速
31,6,病症,334,338,心动过缓
31,7,病症,339,342,心绞痛
31,8,病症,356,358,肠炎
31,9,病症,359,361,痢疾
31,10,病症,362,364,胃炎
31,11,病症,365,369,消化不良
31,12,病症,370,373,溃疡病
31,13,病症,375,378,胃下垂
31,14,病症,379,382,胆绞痛
31,15,病症,383,386,胆囊炎
31,16,病症,387,389,肝炎
31,17,病症,404,406,遗精
31,18,病症,407,409,遗尿
31,19,病症,410,412,阳痿
31,20,病症,413,415,闭经
31,21,病症,416,418,痛经
31,22,病症,419,423,月经不调
31,23,病症,424,426,肾炎
31,24,病症,428,431,肾绞痛
31,25,病症,432,435,盆腔炎
31,26,病症,436,440,胎位不正
31,27,病症,441,443,难产
31,28,病症,455,457,癔病
31,29,病症,458,462,神经衰弱
31,30,病症,463,465,脱肛
31,31,病症,466,468,痔疮
31,32,病症,485,487,头痛
31,33,病症,488,490,眼痛
31,34,病症,491,494,颈背痛
31,35,病症,495,497,腰痛
31,36,病症,498,503,坐骨神经痛
31,37,病症,504,506,瘫痪
31,38,病症,507,513,风湿性关节炎
31,39,古籍来源,516,524,足太阳膀胱经图解
32,1,古籍来源,1,5,黄帝内经
32,2,古籍来源,61,63,周易
32,3,脏腑,218,220,大肠
32,4,脏腑,228,229,肺
32,5,脏腑,232,233,胃
32,6,病症,243,249,上呼吸道感染
32,7,病症,250,256,头面五官疾病
32,8,病症,257,263,过敏性皮肤病
32,9,病症,264,274,经脉所经部位的疾病
34,1,脏腑,12,13,心
34,2,脏腑,40,41,脑
34,3,脏腑,438,439,肺
35,1,病症,8,11,肾气虚
35,2,病症,21,24,肝气虚
35,3,病症,40,43,心气虚
35,4,病症,53,56,脾气虚
35,5,病症,66,68,气虚
35,6,病症,69,73,阴阳偏衰
35,7,病症,87,89,阴虚
35,8,病症,90,92,阳虚
35,9,病症,93,97,阴阳两虚
35,10,病症,202,204,梦证
35,11,病症,221,225,阴虚阳亢
35,12,病症,226,230,虚热梦证
35,13,病症,250,257,阴寒偏盛之梦证
35,14,病症,269,275,阴阳两气俱虚
35,15,病症,315,318,肺气虚
35,16,病症,363,366,肾气虚
35,17,病症,421,424,肝气虚
