record_id,entity_index,label,declared_start,declared_end,entity_text
8,1,食材,5,7,枸杞
8,2,食材,11,13,白糖
8,3,食材,26,28,松仁
8,4,食材,39,42,黄甘菊
8,5,食材,60,62,梅卤
8,6,食材,85,87,山查
8,7,食材,113,116,红花膏
8,8,食材,141,143,蜂蜜
8,9,食材,154,155,梨
8,10,食材,194,195,蜜
8,11,食材,221,224,白菊花
8,12,食材,212,214,黄菊
8,13,食材,229,231,白菊
8,14,食味,244,245,苦
8,15,功效,246,248,清热
8,16,烹饪方法,13,15,拌捣
8,17,烹饪方法,46,47,捣
8,18,烹饪方法,88,89,蒸
8,19,烹饪方法,181,182,熬
8,20,烹饪方法,199,201,再熬
8,21,养生原则,20,23,可点茶
8,22,养生原则,149,151,堪久
9,1,食材,21,23,生面
9,2,食材,26,28,蒸面
9,3,食材,31,33,脂油
9,4,食材,39,41,豆粉
9,5,食材,65,66,蜜
9,6,食材,67,68,油
9,7,食材,107,110,天花粉
9,8,食材,114,116,干葛
9,9,食材,120,122,桔梗
9,10,食材,144,146,薄荷
9,11,食材,223,225,瓜蒌
9,12,食材,302,304,葛根
9,13,食味,91,92,甜
9,14,功效,243,245,清热
9,15,功效,246,248,解渴
9,16,功效,249,251,解莓
9,17,功效,252,254,消肿
9,18,功效,306,308,发汗
9,19,功效,309,311,解热
9,20,功效,315,317,止泻
9,21,功效,400,402,祛痰
9,22,功效,403,405,排脓
9,23,病症,261,263,发热
9,24,病症,264,266,口渴
9,25,病症,274,275,疮
9,26,病症,276,277,疡
9,27,病症,278,279,痈
9,28,病症,280,281,肿
9,29,病症,337,339,头痛
9,30,病症,340,342,热痢
9,31,病症,343,345,泄泻
9,32,病症,356,361,麻疹发高热
9,33,病症,362,368,疹子透发不畅
9,34,病症,412,416,咳嗽痰多
9,35,病症,417,421,咳痰不爽
9,36,病症,423,427,咽喉肿痛
9,37,病症,429,433,痢疾腹痛
9,38,病症,434,438,里怠后重
9,39,病症,448,454,疮疡化脓肿痛
9,40,烹饪方法,49,51,包馅
9,41,烹饪方法,52,54,入炉
9,42,烹饪方法,476,480,研成细粉
9,43,养生原则,93,96,故取平
10,1,食材,4,6,猪肚
10,2,食材,7,9,小肠
10,3,食材,47,49,莲肉
10,4,食材,50,52,百合
10,5,食材,60,62,薏米
10,6,食材,77,81,猪腿精肉
10,7,食材,113,115,飞盐
10,8,食材,118,120,砂仁
10,9,食材,121,123,椒末
10,10,食材,131,134,熟香油
10,11,食材,163,165,羊肉
10,12,食材,177,179,核桃
10,13,食材,219,221,瓦片
10,14,食材,223,225,桑叶
10,15,烹饪方法,38,39,煮
10,16,烹饪方法,103,104,焯
10,17,烹饪方法,21,22,拌
10,18,烹饪方法,138,139,镡
10,19,烹饪方法,89,90,槌
10,20,烹饪方法,81,82,切
10,21,烹饪方法,25,26,装
10,22,烹饪方法,31,32,缝
10,23,烹饪方法,18,20,磨粉
10,24,烹饪方法,107,109,纽干
10,25,食疗方,295,298,煮羊肉
11,1,食材,13,14,鸡
11,2,食材,5,7,茴香
11,3,食材,8,10,花椒
11,4,食材,41,43,面饼
11,5,食材,90,92,香糟
11,6,食材,93,95,豆粉
11,7,食材,100,102,酱油
11,8,食材,110,111,鹅
11,9,食材,112,113,鸭
11,10,食材,114,115,鱼
11,11,食材,123,124,豆
11,12,食材,160,162,桂皮
11,13,食材,193,195,黄酒
11,14,食材,201,202,葱
11,15,食材,158,159,椒
11,16,食材,143,144,盐
11,17,食材,179,180,肉
11,18,食材,237,238,牛
11,19,烹饪方法,82,83,煮
11,20,烹饪方法,60,61,蒸
11,21,烹饪方法,137,138,炒
11,22,烹饪方法,105,106,烹
11,23,烹饪方法,217,219,焙干
11,24,烹饪方法,220,221,擂
11,25,烹饪方法,224,226,油拌
11,26,烹饪方法,162,164,同煮
11,27,烹饪方法,207,210,水煮熟
11,28,烹饪方法,227,231,焙干收贮
11,29,食疗方,292,294,鸡醢
11,30,食材,249,251,卤汁
12,1,食材,31,32,水
12,2,食材,44,45,米
12,3,食材,50,51,谷
12,4,食材,63,65,鱼肉
12,5,食材,69,71,常物
12,6,烹饪方法,103,104,炙
12,7,烹饪方法,432,433,爆
12,8,养生原则,134,138,调节颐养
12,9,养生原则,140,144,以和于身
12,10,脏腑,210,212,五脏
12,11,禁忌,157,162,食不须多味
12,12,功效,109,112,益精神
12,13,功效,192,194,受益
13,1,食材,0,1,蟹
13,2,食材,2,4,酱蟹
13,3,食材,6,8,糟蟹
13,4,食材,10,12,醉蟹
13,5,食材,209,211,雌蟹
13,6,食材,211,213,雄蟹
13,7,食材,135,137,活蟹
13,8,烹饪方法,17,18,制
13,9,烹饪方法,273,274,腌
13,10,烹饪方法,48,49,酱
13,11,禁忌,93,96,忌火照
13,12,禁忌,27,31,雌不犯雄
13,13,禁忌,32,36,雄不犯雌
13,14,禁忌,51,55,酱不犯酒
13,15,食材,45,46,酒
13,16,食材,62,63,酱
13,17,食材,141,143,麻丝
13,18,食材,169,171,脐壳
13,19,食材,229,231,蟹黄
13,20,食材,232,234,蟹膏
13,21,病症,39,40,沙
13,22,病症,244,246,松散
13,23,病症,247,250,易流失
14,1,古籍来源,1,9,中国烹饪古籍丛刊
14,2,古籍来源,177,179,食谱
14,3,古籍来源,180,182,食经
14,4,古籍来源,183,187,食疗经方
14,5,古籍来源,188,192,饮食史录
14,6,古籍来源,193,197,饮食掌故
15,1,食材,3,4,蟹
15,2,食材,14,16,椒粒
15,3,食材,64,65,姜
15,4,食材,66,68,紧苏
15,5,食材,69,71,桔皮
15,6,食材,72,73,盐
15,7,食材,108,109,橙
15,8,食材,111,112,醋
15,9,食材,161,163,紫苏
15,10,食材,164,166,冬瓜
15,11,食材,192,194,盐蓣
15,12,食材,203,205,苦酒
15,13,食材,222,224,柿子
15,14,食材,256,258,水莨
15,15,食材,551,553,水茛
15,16,烹饪方法,49,50,煮
15,17,烹饪方法,107,108,捣
15,18,烹饪方法,406,407,腌
15,19,功效,131,133,消食
15,20,功效,134,137,治胃气
15,21,功效,138,141,理经络
15,22,功效,207,211,通利支节
15,23,病症,228,230,霍泻
15,24,病症,437,439,霍乱
15,25,病症,153,155,致死
15,26,禁忌,176,184,蟹目相向者不可食
15,27,禁忌,38,46,用酒者断不宜用酱
15,28,医家,116,118,孟诜
15,29,医家,233,236,陶隐居
15,30,医家,54,57,倪云林
15,31,古籍来源,119,125,《食疗本草》
16,1,古籍来源,11,15,《尔雅》
16,2,古籍来源,15,19,《说文》
16,3,古籍来源,517,523,《食宪鸠秘》
16,4,古籍来源,537,543,《齐民要术》
16,5,医家,344,346,许慎
16,6,医家,199,202,年希尧
16,7,食材,90,92,盐梅
16,8,食材,47,51,野蔌山肴
16,9,烹饪方法,97,98,和
16,10,养生原则,214,227,饮食是关系到社会风化的大事
16,11,病症,165,167,膏肓
16,12,功效,155,159,悦心悦日
16,13,功效,177,182,为功于仁寿
17,1,古籍来源,25,29,《周礼》
17,2,养生原则,32,36,饮以养阴
17,3,养生原则,37,41,食以养阴
17,4,养生原则,42,49,水属阴。故滋阳
17,5,养生原则,61,67,以后天滋先夭
17,6,食材,80,82,汗水
17,7,食材,84,86,浊水
17,8,食材,103,106,冰雪水
17,9,食材,108,110,雪水
17,10,禁忌,123,131,"俱能伤人,不可饮"
17,11,食材,158,160,山泉
17,12,食材,169,172,江湖水
17,13,养生原则,194,205,"水要无士粹 ,又无土性"
17,14,养生原则,208,220,"水大而流话,其得太阴亦多"
17,15,养生原则,221,227,故为养生第一
17,16,食材,237,241,扬子江心
17,17,食材,267,270,暴取水
17,18,禁忌,271,274,赤不佳
17,19,烹饪方法,287,290,藏水法
18,1,食材,0,1,鲞
18,2,食材,6,11,宁波淡白鲞
18,3,食材,12,15,真黄鱼
18,4,食材,51,53,虾粉
18,5,食材,72,73,鲫
18,6,食材,74,76,鲜鲫
18,7,食材,84,86,甜酱
18,8,食材,102,103,茴
18,9,食材,104,106,椒末
18,10,食材,116,119,紫蔗皮
18,11,食材,120,122,荔壳
18,12,食材,123,127,松壳碎末
18,13,食材,135,137,鲜鱼
18,14,食材,179,181,肉汤
18,15,食材,196,197,糟
18,16,食材,221,222,盐
18,17,食材,251,252,酒
18,18,食味,57,58,咸
18,19,烹饪方法,28,29,蒸
18,20,烹饪方法,32,34,剃肉
18,21,烹饪方法,35,37,细剿
18,22,烹饪方法,38,40,珉骨
18,23,烹饪方法,41,43,酥炙
18,24,烹饪方法,44,46,焙燥
18,25,烹饪方法,47,49,研粉
18,26,烹饪方法,86,88,酱过
18,27,烹饪方法,94,97,挣油烹
18,28,烹饪方法,112,113,薰
18,29,烹饪方法,165,167,薰之
18,30,烹饪方法,162,164,蒸熟
18,31,烹饪方法,222,224,腌过
18,32,烹饪方法,16,18,日晒
18,33,烹饪方法,255,257,和匀
18,34,食材,379,381,柏枝
18,35,食材,313,316,柏树枝
19,1,食材,79,80,鲜
19,2,食材,133,134,炙
19,3,病症,129,131,伤脾
19,4,病症,135,137,伤血
19,5,脏腑,525,526,脾
19,6,脏腑,547,548,血
19,7,古籍来源,197,199,孟子
19,8,古籍来源,201,203,离娄
19,9,医家,209,211,孟子
19,10,医家,212,215,乐正子
19,11,医家,222,224,子敖
20,1,食材,52,53,猪
20,2,食材,57,58,鱼
20,3,食材,61,62,鸡
20,4,食材,66,67,蟹
20,5,食材,198,200,山药
20,6,食材,201,203,百合
20,7,食材,204,207,羊眼豆
20,8,食性,31,33,无毒
20,9,食性,270,272,寒性
20,10,病症,142,144,腹痛
20,11,禁忌,79,83,不可多食
20,12,烹饪方法,155,156,蒸
20,13,烹饪方法,164,165,煮
20,14,古籍来源,35,42,《混俗颐生论》
21,1,古籍来源,12,16,食宪鸿秘
21,2,医家,19,22,朱彝尊
21,3,古籍来源,109,113,曝书亭集
21,4,古籍来源,225,230,汪拂云抄本
21,5,食材,300,304,金华火腿
21,6,食材,372,373,笋
21,7,食材,375,378,水产品
21,8,食材,396,399,乳制品
21,9,食材,259,261,面点
21,10,食疗方,318,321,煮火飓
21,11,食疗方,471,474,东坡腿
21,12,食疗方,332,335,熟火腿
21,13,食疗方,339,342,糟火腿
21,14,食疗方,346,349,辣拌法
21,15,食疗方,433,436,响面筋
21,16,食疗方,440,442,笄豆
21,17,食疗方,445,447,鱼饼
21,18,食疗方,450,453,鲫鱼羹
21,19,食疗方,457,459,鸭羹
21,20,食疗方,462,464,鸡松
21,21,食疗方,467,469,熊掌
21,22,食疗方,477,480,蔡肉丸
21,23,食疗方,534,539,松子海嘤嘶
21,24,食疗方,545,549,制黄雀祛
21,25,食疗方,551,557,百日内糟鹅蛋
21,26,食材,188,189,蟹
22,1,古籍来源,173,178,周礼.夭官
22,2,古籍来源,367,372,周礼`天官
22,3,古籍来源,437,444,周礼 `天官下
22,4,古籍来源,554,559,礼记.内则
22,5,食材,42,44,六谷
22,6,食材,44,46,六牲
22,7,食材,227,228,狳
22,8,食材,229,230,黍
22,9,食材,231,232,稷
22,10,食材,233,234,粱
22,11,食材,235,236,麦
22,12,食材,237,238,旋
22,13,食材,243,244,稻
22,14,食材,248,250,菰米
22,15,食材,260,261,稻
22,16,食材,262,263,粱
22,17,食材,264,265,菽
22,18,食材,266,267,麦
22,19,食材,268,269,黍
22,20,食材,270,271,稷
22,21,食材,289,290,马
22,22,食材,291,292,牛
22,23,食材,293,294,羊
22,24,食材,295,296,豕
22,25,食材,198,199,犬
22,26,食材,75,76,鸡
22,27,食材,56,58,百羞
22,28,食材,58,60,百酱
22,29,食材,73,75,雁翠
22,30,食材,521,523,鸡肝
22,31,食材,540,541,鹅
22,32,食材,520,521,翠
22,33,食材,578,580,鸡肝
22,34,医家,213,215,郑玄
22,35,医家,217,219,郑众
22,36,养生原则,355,364,饮食和季书结合起来
22,37,禁忌,562,570,雏尾不盈握。弗食
23,1,食材,3,5,含桃
23,2,食材,6,7,黍
23,3,食材,15,17,菽水
23,4,食材,367,368,韭
23,5,食材,370,372,瀹韭
23,6,食材,373,375,生韭
23,7,食材,376,378,杂菜
23,8,食材,223,225,樱桃
23,9,食材,260,261,豆
23,10,食材,256,257,水
23,11,食材,606,609,五侯鲭
23,12,食材,128,129,鲭
23,13,食材,146,148,人乳
23,14,食材,652,653,猪
23,15,食味,21,22,甘
23,16,食性,64,65,寒
23,17,食性,266,267,平
23,18,功效,164,166,养和
23,19,功效,167,169,掇生
23,20,病症,65,66,俭
23,21,病症,80,81,狂
23,22,食疗方,613,616,五侯鲭
23,23,烹饪方法,654,655,蒸
23,24,烹饪方法,632,633,烩
23,25,养生原则,154,161,大德者小物必勤
23,26,医家,283,285,陆游
23,27,医家,686,689,朱彝尊
23,28,医家,174,176,竹坨
23,29,古籍来源,185,187,礼记
23,30,古籍来源,315,317,论语
23,31,古籍来源,340,343,南齐书
23,32,古籍来源,415,417,晋书
23,33,古籍来源,286,290,湖堤暮归
24,1,病症,102,104,中暑
24,2,病症,361,363,昏迷
24,3,病症,262,264,虚脱
24,4,病症,364,366,昏厥
24,5,病症,367,369,狂躁
24,6,病症,374,378,急性扭伤
24,7,病症,56,59,体温高
24,8,病症,65,69,四肢疲乏
24,9,病症,80,82,胸闷
24,10,病症,83,85,恶心
24,11,功效,240,244,开窍醒神
24,12,功效,247,251,镇静宁神
24,13,功效,228,237,双向调节大脑的作用
24,14,脏腑,293,295,督脉
24,15,养生原则,130,143,由轻至重反复进行3~5分钟
24,16,养生原则,193,202,掐或按压3~5分钟
26,1,病症,30,32,恶寒
26,2,病症,33,35,无汗
26,3,病症,49,51,紧脉
26,4,病症,63,67,筋脉拘急
26,5,病症,69,75,关节屈伸不利
26,6,病症,167,169,伤寒
26,7,病症,199,201,发热
26,8,病症,206,210,头项强痛
26,9,病症,211,213,身痛
26,10,病症,218,221,脉浮紧
26,11,病症,231,233,寒痹
26,12,病症,244,248,关节疼痛
26,13,病症,258,262,四肢拘急
26,14,病症,264,268,屈伸不利
26,15,病症,290,292,中寒
26,16,病症,303,307,腹痛腹泻
26,17,病症,308,310,肠鸣
26,18,病症,311,315,呕吐清水
26,19,病症,321,323,内寒
26,20,病症,348,352,畏寒肢冷
26,21,病症,353,355,气短
26,22,病症,356,358,唇青
26,23,病症,359,361,纳差
26,24,病症,368,372,小便频数
26,25,病症,373,377,腹胀便溏
26,26,病症,380,382,阳痿
26,27,病症,385,389,带下清稀
26,28,病症,524,528,脘腹冷痛
26,29,病症,530,532,呕吐
26,30,病症,555,558,脉微细
26,31,养生原则,426,430,阴盛则寒
26,32,养生原则,472,477,阴盛则阳病
26,33,脏腑,497,498,脾
26,34,脏腑,502,503,心
26,35,脏腑,503,504,肾
26,36,脏腑,498,499,胃
26,37,脏腑,130,132,阳明
26,38,脏腑,179,181,肌表
26,39,脏腑,13,15,腠理
26,40,脏腑,39,41,血脉
26,41,脏腑,55,57,筋骨
26,42,脏腑,58,60,经络
26,43,脏腑,183,185,营卫
26,44,脏腑,24,26,卫阳
26,45,脏腑,105,107,阳气
26,46,脏腑,99,100,阳
26,47,脏腑,398,399,阴
26,48,脏腑,442,444,阴寒
26,49,脏腑,505,507,脾阳
26,50,食性,3,4,寒
26,51,食性,89,90,热
26,52,食性,226,227,温
26,53,食性,225,226,辛
26,54,食性,284,286,温经
26,55,病症,80,82,寒邪
26,56,病症,150,152,外寒
26,57,病症,342,346,阳虚里证
26,58,病症,485,489,卫阳被遏
27,1,病症,0,4,喜则气缓
27,2,病症,5,13,过喜而致心气涣散
27,3,病症,14,18,神不守舍
27,4,病症,25,31,精神无法集中
27,5,病症,32,36,心神恍惚
27,6,病症,46,50,怒则气上
27,7,病症,51,57,暴怒激发肝气
27,8,病症,70,76,气血奔迫于上
27,9,病症,80,84,眩晕头痛
27,10,病症,85,87,面赤
27,11,病症,88,90,耳鸣
27,12,病症,91,93,昏厥
27,13,病症,98,102,悲则气消
27,14,病症,103,111,过度悲忧会伤肺气
27,15,病症,115,119,形体憔悴
27,16,病症,121,125,毛发枯萎
27,17,病症,126,130,精神不振
27,18,病症,131,135,生气索然
27,19,病症,143,147,恐则气下
27,20,病症,148,158,过度恐惧而使肾气失固
27,21,病症,160,164,气泄于下
27,22,病症,188,192,精滑遗泄
27,23,病症,197,201,惊则气乱
27,24,病症,202,214,猝然惊吓而引起的气机逆乱
27,25,病症,241,243,惊厥
27,26,病症,244,246,失精
27,27,病症,250,254,思则气结
27,28,病症,257,266,思虑过度而伤及心脾
27,29,病症,270,274,气机郁结
27,30,病症,278,282,心悸少寐
27,31,病症,283,287,不欲饮食
27,32,病症,294,298,心脾两伤
27,33,脏腑,383,384,心
27,34,脏腑,231,232,肝
27,35,脏腑,234,235,肾
27,36,古籍来源,505,509,《内经》
27,37,古籍来源,315,318,《神》
27,38,古籍来源,662,668,《神》与气血
27,39,古籍来源,744,750,《内经》里说
28,1,食材,0,2,天鼎
28,2,食材,9,11,扶突
28,3,食材,17,19,禾髀
28,4,食材,30,32,迎香
28,5,食材,46,48,巨骨
28,6,食材,49,51,肩髑
28,7,食材,52,54,臂膘
28,8,食材,55,58,手五里
28,9,食材,59,61,肘醪
28,10,食材,62,64,曲池
28,11,食材,65,68,手三里
28,12,食材,69,71,上廉
28,13,食材,72,74,偏历
28,14,食材,75,77,下廉
28,15,食材,78,80,阳溪
28,16,食材,81,83,温溜
28,17,食材,84,86,合谷
28,18,食材,87,89,商阳
28,19,食材,293,295,承泣
28,20,食材,549,551,大迎
28,21,食材,501,503,颊车
28,22,食材,512,514,上关
28,23,食材,527,529,头维
28,24,食材,537,539,神庭
28,25,食材,564,566,大椎
28,26,食材,569,571,缺盆
28,27,食材,616,618,气冲
28,28,食材,652,654,髀关
28,29,食材,658,660,伏兔
28,30,食材,665,667,膝膑
28,31,食材,692,694,厉兑
28,32,食材,709,712,足三里
28,33,功效,137,141,醒脑开窍
28,34,功效,142,146,疏风清热
28,35,功效,147,151,镇痈通络
28,36,病症,155,161,头面五官疾患
28,37,病症,163,165,热疖
28,38,病症,166,168,无汗
28,39,病症,169,171,自汗
28,40,病症,173,175,盗汗
28,41,病症,176,178,经闭
28,42,病症,179,181,滞产
28,43,病症,182,184,昏迷
28,44,病症,185,187,癫痫
28,45,病症,188,190,痹症
28,46,功效,197,201,清热利湿
28,47,功效,202,206,祛风解表
28,48,功效,207,211,调和蒈卫
28,49,病症,213,217,上肢不遂
28,50,病症,218,221,高血压
28,51,病症,227,231,咽喉肿痛
28,52,功效,275,279,清热散风
28,53,功效,280,283,通鼻窍
28,54,古籍来源,301,306,足阳明胃经
28,55,脏腑,307,308,胃
28,56,脏腑,584,585,脾
28,57,食材,466,468,承浆
28,58,食材,470,472,任脉
28,59,食材,533,535,督脉
29,1,病症,1,3,气盛
29,2,病症,13,16,阴气盛
29,3,病症,17,20,阳气盛
29,4,病症,21,25,阴阳俱盛
29,5,病症,26,28,上盛
29,6,病症,29,31,下盛
29,7,病症,32,34,甚饥
29,8,病症,35,37,甚饱
29,9,病症,38,41,肝气盛
29,10,病症,315,318,肺气盛
29,11,病症,46,49,心气盛
29,12,病症,50,53,脾气盛
29,13,病症,54,57,肾气盛
29,14,病症,58,61,短虫多
29,15,病症,62,65,长虫多
29,16,古籍来源,77,81,《内经》
29,17,古籍来源,134,144,《灵枢.淫邪发梦篇》
29,18,病症,162,166,梦涉大水
29,19,病症,174,179,梦大火燔灼
29,20,病症,181,184,梦相杀
29,21,病症,215,217,梦飞
29,22,病症,218,220,梦堕
29,23,病症,225,227,梦予
29,24,病症,295,297,眩晕
29,25,病症,298,300,耳鸣
29,26,病症,301,303,头痛
29,27,病症,307,311,梦见哭泣
29,28,病症,312,314,恐惧
29,29,病症,320,326,梦见喜笑畏怯
29,30,病症,332,343,梦见腰脊分离而又相连接
29,31,病症,349,355,梦见众人聚集
29,32,病症,363,367,梦见打架
29,33,病症,368,370,损伤
29,34,病症,501,503,梦怒
29,35,病症,516,518,飞扬
29,36,病症,536,539,梦歌乐
29,37,病症,540,545,身体重不举
29,38,病症,550,557,梦腰脊两解不属
29,39,脏腑,488,490,五脏
29,40,病症,633,637,心血不足
29,41,病症,643,647,心肾不交
29,42,病症,654,658,心虚胆怯
29,43,病症,669,673,心火旺盛
29,44,功效,628,632,益气安神
29,45,功效,638,642,养血安神
29,46,功效,648,652,交通心肾
29,47,功效,659,663,壮胆镇惊
29,48,功效,664,668,安神定志
29,49,功效,675,679,清心泻火
30,1,病症,0,3,急痛症
30,2,病症,12,14,心痛
30,3,病症,50,52,胆痛
30,4,病症,92,94,蛔厥
30,5,病症,127,129,胃疼
30,6,病症,167,169,腹痛
30,7,病症,202,204,肾痛
30,8,病症,253,255,出血
30,9,病症,289,291,咳血
30,10,病症,292,296,肝火犯肺
30,11,病症,321,325,阴虚火旺
30,12,病症,368,370,肺热
30,13,病症,404,406,胃热
30,14,病症,442,444,肝火
30,15,病症,481,485,胃中积热
30,16,病症,510,512,吐血
30,17,病症,513,517,肝火犯胃
30,18,病症,545,549,脾气虚弱
30,19,病症,584,586,便血
30,20,病症,629,633,大肠湿热
30,21,病症,711,713,尿血
30,22,病症,727,731,心火亢盛
30,23,脏腑,276,279,心包经
30,24,脏腑,281,283,肝经
30,25,脏腑,285,288,手太阴
30,26,脏腑,309,311,肺经
30,27,脏腑,326,331,手太阴肺经
30,28,脏腑,332,337,足少阴肾经
30,29,脏腑,372,374,督脉
30,30,脏腑,375,380,手太阴经脉
30,31,脏腑,412,418,手足阳明经脉
30,32,脏腑,271,274,足厥阴
30,33,脏腑,453,456,少阴经
30,34,脏腑,175,179,足阳明经
30,35,脏腑,490,493,足阳明
30,36,脏腑,24,27,厥阴经
