record_id,detail_index,label,entity_text
6,2,食材,海沙
6,3,食材,豆
6,4,食材,香油
6,5,食材,盐
6,6,食材,砂仁
6,7,食材,糖卤
6,8,食材,豆腐
6,9,食材,千豆
6,10,食材,黑豆
6,11,食材,黄豆
6,12,食材,白豆
6,13,食材,泥豆
6,14,食材,豌豆
6,15,食材,绿豆
6,16,食材,山矾叶
6,17,食材,醋浆
6,18,食材,醋淀
6,19,食材,石膏
6,20,烹饪方法,炒
6,21,烹饪方法,熬
6,22,烹饪方法,磨
6,23,烹饪方法,沥
6,24,烹饪方法,绞
6,25,烹饪方法,煮
6,26,功效,去火
6,27,古籍来源,本草纲目
6,28,医家,刘安
6,29,医家,苏东坡
7,1,食材,梅
7,2,食材,盐
7,3,食材,紫苏
7,4,食材,白糖
7,5,食材,青梅
7,6,食材,大黑豆
7,7,食材,大黄豆
7,8,食材,大青豆
7,9,食材,面
7,10,食材,苦瓜皮
7,11,食材,杏仁
7,12,烹饪方法,晒
7,13,烹饪方法,煮
7,14,烹饪方法,腌
7,15,烹饪方法,拌
7,16,烹饪方法,顿
7,17,功效,消暑
7,18,食味,咸
7,19,食味,甜
8,1,食材,枸杞
8,2,食材,白糖
8,3,食材,松仁
8,4,食材,黄甘菊
8,5,食材,梅卤
8,6,食材,山查
8,7,食材,红花膏
8,8,食材,蜂蜜
8,9,食材,梨
8,10,食味,苦
8,11,功效,清热
8,12,烹饪方法,拌捣
8,13,烹饪方法,捣
8,14,烹饪方法,蒸
8,15,烹饪方法,熬
8,16,食疗方,杞饼
8,17,食疗方,菊饼
8,18,食疗方,山查膏
9,1,食材,生面
9,2,食材,蒸面
9,3,食材,脂油
9,4,食材,豆粉
9,5,食材,蜜
9,6,食材,油
9,7,食材,天花粉
9,8,食材,干葛
9,9,食材,桔梗
9,10,食材,薄荷
9,11,食材,瓜蒌
9,12,食材,葛根
9,13,食味,甜
9,14,功效,清热
9,15,功效,解渴
9,16,功效,解莓
9,17,功效,消肿
9,18,功效,发汗
9,19,功效,解热
9,20,功效,止泻
9,21,功效,祛痰
9,22,功效,排脓
9,23,病症,发热
9,24,病症,口渴
9,25,病症,疮
9,26,病症,疡
9,27,病症,痈
9,28,病症,肿
9,29,病症,头痛
9,30,病症,热痢
9,31,病症,泄泻
9,32,病症,麻疹发高热
9,33,病症,疹子透发不畅
9,34,病症,咳嗽痰多
9,35,病症,咳痰不爽
9,36,病症,咽喉肿痛
9,37,病症,痢疾腹痛
9,38,病症,里怠后重
9,39,病症,疮疡化脓肿痛
9,40,烹饪方法,包馅
9,41,烹饪方法,入炉
9,42,烹饪方法,研成细粉
10,1,食材,猪肚
10,2,食材,小肠
10,3,食材,莲肉
10,4,食材,百合
10,5,食材,薏米
10,6,食材,猪腿精肉
10,7,食材,羊肉
10,8,食材,核桃
10,9,烹饪方法,煮
10,10,烹饪方法,焯
10,11,烹饪方法,拌
10,12,烹饪方法,槌
10,13,烹饪方法,切
10,14,烹饪方法,装
10,15,烹饪方法,缝
10,16,烹饪方法,磨粉
11,1,食材,鸡
11,2,食材,茴香
11,3,食材,花椒
11,4,食材,面饼
11,5,食材,香糟
11,6,食材,豆粉
11,7,食材,酱油
11,8,食材,鹅
11,9,食材,鸭
11,10,食材,鱼
11,11,食材,豆
11,12,食材,桂皮
11,13,食材,黄酒
11,14,食材,葱
11,15,食材,肉
11,16,食材,牛
11,17,烹饪方法,煮
11,18,烹饪方法,蒸
11,19,烹饪方法,炒
11,20,烹饪方法,烹
11,21,烹饪方法,擂
11,22,食疗方,鸡醢
12,1,食材,水
12,2,食材,米
12,3,食材,谷
12,4,食材,鱼肉
12,5,烹饪方法,炙
12,6,烹饪方法,爆
12,7,养生原则,调节颐养
12,8,养生原则,以和于身
12,9,脏腑,五脏
12,10,禁忌,食不须多味
13,1,食材,蟹
13,2,食材,酱蟹
13,3,食材,糟蟹
13,4,食材,醉蟹
13,5,食材,麻丝
13,6,食材,酱
13,7,食材,酒
13,8,烹饪方法,制
13,9,烹饪方法,腌
13,10,禁忌,忌火照
15,1,食材,蟹
15,2,食材,椒粒
15,3,食材,姜
15,4,食材,桔皮
15,5,食材,盐
15,6,食材,橙
15,7,食材,醋
15,8,食材,紫苏
15,9,食材,冬瓜汁
15,10,食材,柿子
15,11,食材,苦酒
15,12,食材,水莨
15,13,烹饪方法,煮
15,14,烹饪方法,捣
15,15,功效,消食
15,16,功效,治胃气
15,17,功效,理经络
15,18,功效,通利支节
15,19,病症,霍乱
15,20,病症,腹泻
15,21,禁忌,蟹目相向者不可食
15,22,禁忌,用酒者断不宜用酱
15,23,医家,孟诜
15,24,医家,陶隐居
15,25,古籍来源,《食疗本草》
16,1,古籍来源,《尔雅》
16,2,古籍来源,《说文》
16,3,古籍来源,《齐民要术》
16,4,医家,许慎
16,5,医家,年希尧
16,6,食材,野蔌山肴
16,7,烹饪方法,和
17,1,古籍来源,《周礼》
17,2,养生原则,饮以养阴
17,3,养生原则,食以养阴
17,4,食材,汗水
17,5,食材,浊水
17,6,食材,冰雪水
17,7,食材,雪水
17,8,禁忌,"俱能伤人,不可饮"
17,9,食材,山泉
17,10,食材,江湖水
17,11,养生原则,水要无土性
17,12,养生原则,得太阴亦多
17,13,养生原则,故为养生第一
17,14,食材,扬子江心
17,15,食材,暴取水
17,16,禁忌,赤不佳
17,17,烹饪方法,藏水法
18,1,食材,鲞
18,2,食材,宁波淡白鲞
18,3,食材,黄鱼
18,4,食材,虾粉
18,5,食材,鲜鲫
18,6,食材,甜酱
18,7,食材,茴
18,8,食材,椒末
18,9,食材,柘枝
18,10,食材,紫蔗皮
18,11,食材,荔壳
18,12,食材,松壳
18,13,食材,鲜鱼
18,14,食材,好肉汤
18,15,食材,糟
18,16,食材,酒
18,17,食味,咸
18,18,烹饪方法,切块
18,19,烹饪方法,蒸熟
18,20,烹饪方法,剃肉
18,21,烹饪方法,细剿
18,22,烹饪方法,珉骨
18,23,烹饪方法,酥炙
18,24,烹饪方法,焙燥
18,25,烹饪方法,研粉
18,26,烹饪方法,酱过
18,27,烹饪方法,挣油烹
18,28,烹饪方法,微晾
18,29,烹饪方法,揩匀
18,30,烹饪方法,薰之
18,31,烹饪方法,煮熟
18,32,烹饪方法,擦薰
18,33,烹饪方法,腌过
18,34,烹饪方法,日晒
18,35,禁忌,黄枯鲞不堪用
19,1,病症,伤脾
19,2,病症,伤血
20,1,食材,猪
20,2,食材,鱼
20,3,食材,鸡
20,4,食材,蟹
20,5,食材,山药
20,6,食材,百合
20,7,食材,羊眼豆
20,8,食性,寒
20,9,病症,腹痛
20,10,烹饪方法,煮
20,11,烹饪方法,蒸
20,12,禁忌,不可多食
20,13,古籍来源,《混俗颐生论》
21,1,医家,朱彝尊
21,2,古籍来源,《食宪鸿秘》
21,3,古籍来源,《曝书亭集》
21,4,食材,金华火腿
21,5,食材,笋
21,6,食材,乳制品
21,7,食材,面筋
21,8,食材,笄豆
21,9,食材,鱼
21,10,食材,鲫鱼
21,11,食材,鸭
21,12,食材,鸡
21,13,食材,熊掌
21,14,食材,松子
21,15,食材,海嘤嘶
21,16,食材,黄雀
21,17,食材,鹅蛋
21,18,食材,蟹
21,19,烹饪方法,煮
21,20,烹饪方法,糟
21,21,烹饪方法,辣拌
21,22,烹饪方法,制
21,23,食疗方,煮火飓
21,24,食疗方,东坡腿
21,25,食疗方,熟火腿
21,26,食疗方,鱼饼
21,27,食疗方,蔡肉丸
22,1,古籍来源,周礼
22,2,古籍来源,礼记
22,3,食材,六谷
22,4,食材,六牲
22,5,食材,黍
22,6,食材,稷
22,7,食材,粱
22,8,食材,麦
22,9,食材,稻
22,10,食材,菰米
22,11,食材,菽
22,12,食材,马
22,13,食材,牛
22,14,食材,羊
22,15,食材,豕
22,16,食材,犬
22,17,食材,鸡
22,18,食材,百羞
22,19,食材,百酱
22,20,食材,雁翠
22,21,食材,鸡肝
22,22,医家,郑玄
22,23,医家,郑众
22,24,养生原则,饮食和季书结合起来
22,25,禁忌,雏尾不盈握。弗食
23,1,食材,含桃
23,2,食材,黍
23,3,食材,韭
23,4,食材,鲭
23,5,食材,人乳
23,6,古籍来源,礼记
23,7,古籍来源,论语
23,8,古籍来源,南齐书
23,9,古籍来源,晋书
23,10,医家,朱彝尊
24,1,病症,中暑
24,2,病症,昏迷
24,3,病症,虚脱
24,4,病症,昏厥
24,5,病症,狂躁
24,6,病症,急性扭伤
24,7,病症,体温高
24,8,病症,四肢疲乏
24,9,病症,胸闷
24,10,病症,恶心
24,11,功效,开窍醒神
24,12,功效,镇静宁神
26,1,病症,恶寒
26,2,病症,无汗
26,3,病症,紧脉
26,4,病症,筋脉拘急
26,5,病症,关节屈伸不利
26,6,病症,伤寒
26,7,病症,发热
26,8,病症,头项强痛
26,9,病症,身痛
26,10,病症,脉浮紧
26,11,病症,寒痹
26,12,病症,关节疼痛
26,13,病症,四肢拘急
26,14,病症,屈伸不利
26,15,病症,中寒
26,16,病症,腹痛腹泻
26,17,病症,肠鸣
26,18,病症,呕吐清水
26,19,病症,内寒
26,20,病症,畏寒肢冷
26,21,病症,气短
26,22,病症,唇青
26,23,病症,纳差
26,24,病症,小便频数
26,25,病症,腹胀便溏
26,26,病症,阳痿
26,27,病症,带下清稀
26,28,病症,脘腹冷痛
26,29,病症,呕吐
26,30,病症,脉微细
26,31,养生原则,阴盛则寒
26,32,养生原则,阴盛则阳病
26,33,脏腑,脾
26,34,脏腑,心
26,35,脏腑,肾
26,36,脏腑,胃
26,37,食性,寒
26,38,食性,热
26,39,食性,温
26,40,食性,辛
27,1,病症,喜则气缓
27,2,病症,神不守舍
27,3,病症,精神无法集中
27,4,病症,心神恍惚
27,5,病症,怒则气上
27,6,病症,眩晕头痛
27,7,病症,面赤
27,8,病症,耳鸣
27,9,病症,昏厥
27,10,病症,悲则气消
27,11,病症,形体憔悴
27,12,病症,毛发枯萎
27,13,病症,精神不振
27,14,病症,生气索然
27,15,病症,恐则气下
27,16,病症,气泄于下
27,17,病症,精滑遗泄
27,18,病症,惊则气乱
27,19,病症,惊厥
27,20,病症,失精
27,21,病症,思则气结
27,22,病症,气机郁结
27,23,病症,心悸少寐
27,24,病症,不欲饮食
27,25,脏腑,心
27,26,脏腑,肝
27,27,脏腑,肺
27,28,脏腑,肾
27,29,脏腑,脾
27,30,古籍来源,《内经》
28,1,功效,醒脑开窍
28,2,功效,疏风清热
28,3,功效,镇痈通络
28,4,病症,头面五官疾患
28,5,病症,热疖
28,6,病症,无汗
28,7,病症,自汗
28,8,病症,盗汗
28,9,病症,经闭
28,10,病症,滞产
28,11,病症,昏迷
28,12,病症,癫痫
28,13,病症,痹症
28,14,功效,清热利湿
28,15,功效,祛风解表
28,16,功效,调和蒈卫
28,17,病症,上肢不遂
28,18,病症,高血压
28,19,病症,咽喉肿痛
28,20,功效,清热散风
28,21,功效,通鼻窍
29,1,病症,气盛
29,2,病症,阴气盛
29,3,病症,阳气盛
29,4,病症,阴阳俱盛
29,5,病症,上盛
29,6,病症,下盛
29,7,病症,甚饥
29,8,病症,甚饱
29,9,病症,肝气盛
29,10,病症,肺气盛
29,11,病症,心气盛
29,12,病症,脾气盛
29,13,病症,肾气盛
29,14,病症,短虫多
29,15,病症,长虫多
29,16,古籍来源,《内经》
29,17,古籍来源,《灵枢.淫邪发梦篇》
29,18,病症,梦涉大水
29,19,病症,梦大火燔灼
29,20,病症,梦相杀
29,21,病症,梦飞
29,22,病症,梦堕
29,23,病症,梦予
29,24,病症,眩晕
29,25,病症,耳鸣
29,26,病症,头痛
29,27,病症,梦见哭泣
29,28,病症,恐惧
29,29,病症,梦见喜笑畏怯
29,30,病症,梦见腰脊分离而又相连接
29,31,病症,梦见众人聚集
29,32,病症,梦见打架
29,33,病症,损伤
29,34,病症,梦怒
29,35,病症,飞扬
29,36,病症,梦歌乐
29,37,病症,身体重不举
29,38,病症,梦腰脊两解不属
29,39,脏腑,五脏
29,40,病症,心血不足
29,41,病症,心肾不交
29,42,病症,心虚胆怯
29,43,病症,心火旺盛
29,44,功效,益气安神
29,45,功效,养血安神
29,46,功效,交通心肾
29,47,功效,壮胆镇惊
29,48,功效,安神定志
29,49,功效,清心泻火
30,1,病症,急痛症
30,2,病症,心痛
30,3,病症,胆痛
30,4,病症,蛔厥
30,5,病症,胃疼
30,6,病症,腹痛
30,7,病症,肾痛
30,8,病症,出血
30,9,病症,咳血
30,10,病症,肝火犯肺
30,11,病症,阴虚火旺
30,12,病症,肺热
30,13,病症,胃热
30,14,病症,肝火
30,15,病症,胃中积热
30,16,病症,吐血
30,17,病症,肝火犯胃
30,18,病症,脾气虚弱
30,19,病症,便血
30,20,病症,大肠湿热
30,21,病症,尿血
30,22,病症,心火亢盛
30,23,归经,任脉
30,24,归经,膀胱经
30,25,归经,厥阴经
30,26,归经,足少阳
30,27,归经,手阳明
30,28,归经,阳明
30,29,归经,手足阳明经
30,30,归经,手足厥阴
30,31,归经,心包经
30,32,归经,肝经
30,33,归经,手太阴
30,34,归经,手太阴肺经
30,35,归经,足少阴肾经
30,36,归经,督脉
30,37,归经,手太阴经脉
30,38,归经,足厥阴
30,39,归经,少阴经
30,40,归经,足阳明
30,41,归经,厥阴经
30,42,归经,足太阴
30,43,归经,足太阳
30,44,归经,足阳明
30,45,归经,足太阴经
30,46,归经,足少阴
31,1,病症,感冒
31,2,病症,肺炎
31,3,病症,支气管炎
31,4,病症,肺结核
31,5,病症,心动过速
31,6,病症,心动过缓
31,7,病症,心绞痛
31,8,病症,肠炎
31,9,病症,痢疾
31,10,病症,胃炎
31,11,病症,消化不良
31,12,病症,溃疡病
31,13,病症,胃下垂
31,14,病症,胆绞痛
31,15,病症,胆囊炎
31,16,病症,肝炎
31,17,病症,遗精
31,18,病症,遗尿
31,19,病症,阳痿
31,20,病症,闭经
31,21,病症,痛经
31,22,病症,月经不调
31,23,病症,肾炎
31,24,病症,肾绞痛
31,25,病症,盆腔炎
31,26,病症,胎位不正
31,27,病症,难产
31,28,病症,癔病
31,29,病症,神经衰弱
31,30,病症,脱肛
31,31,病症,痔疮
31,32,病症,头痛
31,33,病症,眼痛
31,34,病症,颈背痛
31,35,病症,腰痛
31,36,病症,坐骨神经痛
31,37,病症,瘫痪
31,38,病症,风湿性关节炎
31,39,古籍来源,足太阳膀胱经图解
32,1,古籍来源,《黄帝内经》
32,2,古籍来源,《周易》
32,3,脏腑,大肠
32,4,脏腑,肺
32,5,脏腑,胃
32,6,病症,上呼吸道感染
32,7,病症,头面五官疾病
32,8,病症,过敏性皮肤病
33,1,病症,痛经
33,2,病症,寒凝血瘀
33,3,病症,经行腹痛
33,4,养生原则,注意经期卫生
33,5,养生原则,保持阴部清洁
33,6,养生原则,在经期应注意下身保暖
33,7,养生原则,避免受寒
33,8,养生原则,保持心情舒畅
33,9,养生原则,避免精神刺激
33,10,养生原则,注意休息
33,11,养生原则,保证睡眠
33,12,养生原则,减轻体力劳动
33,13,养生原则,避免剧烈运动
33,14,养生原则,经期要注意饮食调理
33,15,养生原则,经前和经期忌食生冷寒凉之物
33,16,功效,温经通络
33,17,烹饪方法,摩法
33,18,烹饪方法,按揉
33,19,烹饪方法,按摩
34,1,脏腑,心
34,2,脏腑,脑
34,3,脏腑,肺
35,1,病症,肾气虚
35,2,病症,肝气虚
35,3,病症,心气虚
35,4,病症,脾气虚
35,5,病症,气虚
35,6,病症,阴阳偏衰
35,7,病症,阴虚
35,8,病症,阳虚
35,9,病症,阴阳两虚
35,10,病症,少气之厥
35,11,病症,妄梦
35,12,医家,张景岳
35,13,古籍来源,《内经》
35,14,古籍来源,《类经.梦寐》
35,15,病症,阴虚阳亢
35,16,病症,虚热梦证
35,17,病症,阴寒偏盛
35,18,病症,梦证
35,19,病症,肺气虚
35,20,功效,补其偏衰
35,21,功效,补其不足
35,22,功效,补阴以制阳
35,23,功效,阴阳双补
36,1,养生原则,秋冬养阴
36,2,养生原则,无扰乎阳
36,3,养生原则,"虚者补之,寒者温之"
36,4,病症,寒邪
36,5,禁忌,少食生冷
36,6,脏腑,脾胃
36,7,养生原则,滋阴潜阳
36,8,食材,新鲜蔬莱
36,9,养生原则,养藏
36,10,古籍来源,《内经》
36,11,医家,孙思邈
37,1,养生原则,道家追求健康
37,2,养生原则,延年益寿
37,3,养生原则,服食
37,4,养生原则,修练内丹
37,5,养生原则,静功
37,6,养生原则,动功
37,7,养生原则,五禽戏
37,8,养生原则,太极拳
37,9,古籍来源,《内经图》
37,10,养生原则,道家静养功
37,11,养生原则,性功
37,12,养生原则,命功
37,13,养生原则,修持方法
38,1,脏腑,小肠
38,2,脏腑,肾
38,3,古籍来源,《内经》
38,4,古籍来源,《素问.水热穴论》
38,5,古籍来源,《素问 .金匮真言论》
38,6,脏腑,膀胱
38,7,脏腑,三焦
40,1,病症,中暑
40,2,病症,虚脱型
40,3,病症,高热型
40,4,病症,大量出汗
40,5,病症,脱水
40,6,病症,血压下降
40,7,病症,脑缺血
40,8,病症,晕厥
40,9,病症,昏迷
40,10,病症,休克
40,11,食材,淡盐水
40,12,烹饪方法,点刺
40,13,养生原则,预防胜于治疗
41,1,古籍来源,《黄帝内经》
41,2,古籍来源,《内经图》
41,3,脏腑,五脏六腑
42,1,古籍来源,五行与主要人体器官关系表
42,2,脏腑,肝
42,3,脏腑,胆
42,4,脏腑,心
42,5,脏腑,小肠
42,6,脏腑,脾
42,7,脏腑,胃
42,8,脏腑,肺
42,9,脏腑,大肠
42,10,脏腑,肾
42,11,脏腑,膀胱
42,12,养生原则,"肝的特性是怕郁结 ,要像树木般得到舒展"
42,13,养生原则,"心推动气血,温暖整个人"
42,14,养生原则,"脾主消化吸收。滋润身体,如大地孕育万物"
42,15,养生原则,"肺主声 ,肺气宜清,如金属般铿锵"
42,16,养生原则,"生命的本源来自水,而肾属先天的本源"
42,17,养生原则,相克: 互相制约和克服
42,18,养生原则,金坚硬妨碍树木生长一一金克木
42,19,养生原则,植树以防泥土松脱一一木克土
42,20,养生原则,泛滥时用沙包挡水一一土克水
42,21,养生原则,用水来灭火一一水克火
42,22,养生原则,用火可熔化金一一火克金
43,1,食材,茶叶
43,2,归经,肝经
43,3,功效,明目清肝
43,4,食材,无花果
43,5,归经,肺。胃。大肠经
43,6,食材,马齿苋
43,7,归经,心及大肠经
43,8,食材,杞子
43,9,归经,肝。肾经
43,10,食材,桑寄生
43,11,归经,肝。肾经
43,12,食材,莲子
43,13,归经,脾经
43,14,养生原则,不同体质的饮食要求
43,15,病症,阴虚之体质
43,16,食材,芝麻
43,17,食材,糯米
43,18,食材,蜂蜜
43,19,食材,乳品
43,20,食材,甘蔗
43,21,食材,蔬莱
43,22,食材,水果
43,23,食材,豆腐
43,24,食材,鱼类
43,25,食味,辛
43,26,病症,阳虚之体质
43,27,食材,羊肉
43,28,食材,狗肉
43,29,食材,鹿肉
43,30,食疗方,附子粥
43,31,食疗方,羊肉附子汤
43,32,病症,气虚之体质
43,33,功效,补气
43,34,食疗方,入参莲肉汤
43,35,食材,粳米
43,36,食材,糯米
43,37,食材,小米
43,38,食材,黄米
43,39,食材,大麦
43,40,食材,山药
43,41,食材,大枣
43,42,功效,补气
43,43,病症,血虚之体质
43,44,食材,桑葚
43,45,食材,荔枝
43,46,食材,松子
43,47,食材,黑木耳
43,48,食材,甲鱼
43,49,食材,羊肝
43,50,食材,海参
43,51,功效,补血养血
43,52,病症,阳盛之体质
43,53,禁忌,忌辛辣燥烈食物
43,54,食材,辣椒
43,55,食材,姜
43,56,食材,葱
43,57,食材,蒜
43,58,食材,牛肉
43,59,食材,鸡肉
43,60,食材,水果
43,61,食材,蔬菜
43,62,食材,苦瓜
43,63,食性,辛热
43,64,禁忌,戒酒
46,1,古籍来源,《内经》
46,2,养生原则,顺势
46,3,养生原则,顺应自然之势
46,4,养生原则,针道必须合于天道
46,5,养生原则,天道即自然之道
46,6,病症,形体粗壮
46,7,病症,形体瘦削
46,8,病症,气血外浮
46,9,病症,气血内沉
47,1,食材,淡竹沥
47,2,食性,大寒
47,3,病症,中风
47,4,病症,烦闷
47,5,病症,劳复
47,6,食材,谈竹筇
47,7,病症,噎膈
47,8,病症,鼻衄
47,9,食材,竹实
47,10,功效,通神明
47,11,功效,轻身
47,12,功效,益气
47,13,食材,筻
47,14,食味,淡
47,15,食味,苦
47,16,食味,甘
47,17,食材,苦笋
47,18,食味,甘
47,19,食味,苦
47,20,食性,寒
47,21,古籍来源,本草图经
47,22,食材,苦竹
47,23,功效,清热利湿
47,24,功效,除热气
47,25,功效,止消渴
47,26,功效,明目
47,27,功效,解酒毒
47,28,食材,锬竹沥
47,29,食材,竹汁
47,30,食材,竹油
47,31,食材,苦竹沥
47,32,食材,筻竹沥
47,33,病症,风痊
47,34,食味,甘
47,35,食味,苦
47,36,食性,蹇
47,37,归经,入心
47,38,归经,胃经
47,39,功效,清热滑痰
47,40,功效,镇惊利窍
47,41,功效,清心火
47,42,功效,化痰止渴
47,43,病症,脑血管意外后遗症
47,44,食材,淡竹茹
47,45,食材,竹皮
47,46,食材,麻巴
47,47,食材,竹二青
47,48,食味,甘
47,49,食性,凉
47,50,病症,胃热噎膈
47,51,病症,胃虚干呕
47,52,病症,痰热恶心
47,53,病症,酒伤呕吐
47,54,病症,痰涎酸水
47,55,病症,惊悸怔忡
47,56,病症,睡卧不宁
47,57,食材,竹米
47,58,医家,陶弘景
47,59,古籍来源,本经
47,60,功效,益气
47,61,食材,筮竹叶
47,62,食味,苦
47,63,食性,平
47,64,古籍来源,本经
47,65,病症,咳逆上气溢
47,66,病症,筋急恶疡
47,67,病症,小虫
47,68,古籍来源,别录
47,69,病症,烦热风痉
47,70,病症,喉痹
47,71,病症,呕吐
47,72,食材,筻竹根
47,73,功效,益气止渴
47,74,功效,补虚下气
48,1,医家,孟诜
48,2,古籍来源,《敦煌》
48,3,古籍来源,《卷子》
48,4,古籍来源,《医心方》
48,5,古籍来源,《食经》
48,6,食材,胡桃
48,7,食材,胡粉
48,8,病症,一切痔病
48,9,烹饪方法,烧
48,10,烹饪方法,研
48,11,烹饪方法,傅
49,1,食材,鲈鱼
49,2,食性,平
49,3,功效,安胎
49,4,功效,补中
49,5,功效,补五脏
49,6,功效,益筋骨
49,7,功效,和肠胃
49,8,病症,水气
49,9,病症,瘃癖及疮肿
49,10,禁忌,不可与乳酪同食
49,11,食材,花寨
49,12,食味,甘
49,13,食性,平
49,14,食味,咸
49,15,功效,补益脾胃
49,16,功效,滋润肝肾
49,17,古籍来源,嘉裕本草
49,18,医家,孟诜
51,1,食材,薏苡仁
51,2,食性,平
51,3,病症,千湿脚气
51,4,食味,甘
51,5,食性,凉
51,6,归经,脾
51,7,归经,肺
51,8,功效,健脾利湿
51,9,功效,补肺清热
51,10,功效,去风胜湿
51,11,功效,利筋脉
51,12,食材,粳米
51,13,烹饪方法,煮
51,14,烹饪方法,酿
51,15,病症,风湿性关节炎
51,16,病症,胸中邪气
51,17,功效,通筋络
51,18,功效,活血脉
51,19,功效,健脾胃
51,20,古籍来源,《嘉祜本草》
52,1,食材,罗勒
52,2,食味,辛
52,3,食性,温
52,4,功效,调中消食
52,5,功效,去恶气
52,6,功效,消水气
52,7,病症,齿根烂疮
52,8,禁忌,壅关节
52,9,禁忌,涩荣卫
52,10,禁忌,令血脉不行
52,11,病症,脚气
52,12,病症,畹
52,13,烹饪方法,煮
52,14,食材,子
52,15,病症,目臀及物入目
52,16,病症,风赤眵泪
52,17,食材,根
52,18,病症,小儿黄烂疮
52,19,烹饪方法,烧灰
52,20,古籍来源,邺中记
52,21,医家,罗天益
52,22,食材,兰香
52,23,食味,辛
52,24,食性,温
52,25,功效,和血润燥
52,26,禁忌,多食涩营卫
52,27,禁忌,血脉不行
52,28,医家,东垣李氏
52,29,病症,牙疼口臭
52,30,食疗方,神功丸
52,31,食材,兰香
52,32,功效,去恶气
52,33,古籍来源,饮膳正要
52,34,食材,罗勒子
52,35,食材,兰香子
52,36,食材,光明子
52,37,食味,甘辛
52,38,食性,凉
52,39,病症,目昏浮赂
52,40,病症,拳毛倒睫
52,41,病症,多眵
52,42,病症,口腔臭
52,43,病症,齿黑
52,44,医家,石勒
52,45,食材,香莱
52,46,食材,翳子草
52,47,食材,九层塔
52,48,食材,苏薄荷
52,49,食材,省头草
52,50,功效,疏风行气
52,51,功效,消食除哕
52,52,功效,活血化
52,53,功效,解毒
53,1,食材,蜩脂
53,2,食味,甘
53,3,食性,平
53,4,功效,主肠风痔瘘
53,5,病症,耳聋
53,6,病症,肠风
53,7,病症,鸨血
53,8,古籍来源,本草拾遗
53,9,古籍来源,日华子本草
53,10,食材,桔梗
53,11,食味,苦辛
53,12,食性,平
53,13,归经,肺
53,14,归经,胃
53,15,功效,宣通肺气
53,16,功效,祛痰排脓
53,17,食材,麦门冬
53,18,食味,甘
53,19,食味,微苦
53,20,食性,寒
53,21,功效,养阴润肺
53,22,功效,除烦清心
53,23,功效,益胃生津
54,1,食材,猪膏
